evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
630,178.0147723,176.4125413,168.8047723,167.2025413,-3.8619,3.291,-2.6629,2.0248,2.3894,-2.8674,2.2928,4.6695,2.6899,1.6484
707,178.471069,176.4125413,169.261069,167.2025413,-3.8254,3.2762,-2.6863,2.0422,2.4175,-2.9135,2.3006,4.6411,2.6793,1.6497
794,177.9498154,176.4125413,168.7398154,167.2025413,-3.8106,3.2765,-2.6629,2.0672,2.4175,-2.8924,2.3006,4.6695,2.701,1.6497
891,175.7527787,175.5788262,166.5427787,166.3688262,-3.8504,3.266,-2.6629,2.0672,2.4425,-2.8924,2.3006,4.6661,2.844,1.5264
1000,175.5123024,175.502759,166.3023024,166.292759,-3.8504,3.3081,-2.7042,2.0786,2.4175,-2.8592,2.3005,4.6686,2.9483,1.6045
1122,176.4259247,173.6395464,167.2159247,164.4295464,-3.8087,3.3024,-2.6462,2.0884,2.3902,-2.8674,2.3006,4.6683,2.704,1.5264
1258,175.4956398,170.1993647,166.2856398,160.9893647,-3.8334,3.2775,-2.6139,2.0884,2.4251,-2.8576,2.3114,4.6661,2.8277,1.5264
1412,154.8366107,154.8100333,145.6266107,145.6000333,-3.8504,3.2544,-2.6629,2.0804,2.2813,-2.8924,2.3006,4.6661,2.7303,-0.60694
1584,168.3482594,145.7064745,159.1382594,136.4964745,-3.8504,3.3081,-2.6863,2.1044,2.4175,-2.8924,2.3114,4.6661,3.5185,1.3297
1778,159.0410683,99.70645672,149.8310683,90.49645672,-3.8254,3.2241,-2.7848,2.0854,2.4212,-2.8135,2.3444,4.6747,4.697,1.3304
1995,149.0101171,97.70345089,139.8001171,88.49345089,-3.8504,3.2544,-2.6863,2.0804,2.4175,-2.8396,2.2904,4.6661,3.5185,-0.60694
2238,84.76181112,71.01818036,75.55181112,61.80818036,-3.8504,5.0,-0.67542,2.0903,0.4202,-2.8622,4.3867,2.6661,5.0,-5.0
2511,79.79610308,58.04091369,70.58610308,48.83091369,-5.0,5.0,-0.67542,4.0903,2.4202,-0.8622,2.3114,5.0,4.658,-4.8473
2818,55.8046426,41.48139714,46.5946426,32.27139714,-3.8504,3.279,-2.6754,4.0903,-2.3523,0.5414,4.3114,5.0,4.658,-4.9267
3162,57.13899374,22.93766087,47.92899374,13.72766087,-3.8504,5.0,-2.6754,3.3348,-2.0511,2.3234,2.9698,4.6661,4.658,-5.0
3548,31.90295004,13.59443832,22.69295004,4.384438317,-3.8504,4.9471,-1.1222,4.9145,-4.7708,3.5389,4.5584,4.6661,4.658,-5.0
3981,18.20641715,6.343519257,8.996417151,-2.866480743,4.3562,4.4585,1.1269,4.8202,-4.9132,4.824,3.9224,4.9153,4.658,-4.9016
4466,13.35070824,0.05046879913,4.140708244,-9.159531201,5.0,3.2,5.0,5.0,-5.0,1.946,4.9891,5.0,5.0,-5.0
4721,-7.105427358e-15,-7.105427358e-15,-9.21,-9.21,5.0,5.0,5.0,5.0,-5.0,5.0,5.0,5.0,5.0,-5.0
1,163.8217079,163.8217079,819.8117079,819.8117079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.20157
2,163.628142,163.628142,819.618142,819.618142,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.3302,-0.20157
3,163.805293,163.628142,819.795293,819.618142,-3.8491,-3.4289,2.7889,-0.58947,-4.416,-1.6939,3.2257,3.7729,-2.3052,-0.20157
4,164.0152739,163.628142,820.0052739,819.618142,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.2802,-0.20157
5,163.805293,163.628142,819.795293,819.618142,-3.8491,-3.4289,2.7889,-0.58947,-4.416,-1.6939,3.2257,3.7729,-2.3052,-0.20157
6,163.5717079,163.5717079,819.5617079,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.22657
7,163.971579,163.5717079,819.961579,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7479,-2.3052,-0.20157
8,163.9115533,163.5717079,819.9015533,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6689,3.2257,3.7729,-2.3052,-0.20157
10,163.7800054,163.5717079,819.7700054,819.5617079,-3.8491,-3.4289,2.7639,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.20157
11,163.9040658,163.5717079,819.8940658,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2434,3.7729,-2.3052,-0.20157
12,163.7318626,163.5717079,819.7218626,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.7189,3.2257,3.7729,-2.3052,-0.20157
14,163.7678471,163.5717079,819.7578471,819.5617079,-3.8491,-3.4289,2.7889,-0.56447,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.20157
15,164.0152739,163.5717079,820.0052739,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.2802,-0.20157
17,163.8014165,163.5717079,819.7914165,819.5617079,-3.8491,-3.4446,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.20157
19,163.7318626,163.5717079,819.7218626,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.7189,3.2257,3.7729,-2.3052,-0.20157
22,163.9902739,163.5717079,819.9802739,819.5617079,-3.8241,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.2802,-0.20157
25,163.9981423,163.5717079,819.9881423,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7851,-2.3052,-0.17657
28,163.9818626,163.5717079,819.9718626,819.5617079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.7189,3.2257,3.7729,-2.3052,-0.17657
31,163.9654141,163.5717079,819.9554141,819.5617079,-3.8491,-3.4289,2.7889,-0.61447,-4.4101,-1.6689,3.2257,3.7729,-2.3052,-0.20157
35,163.9078575,163.5717079,819.8978575,819.5617079,-3.8491,-3.4039,2.7889,-0.61447,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.20157
39,163.6942814,163.5467079,819.6842814,819.5367079,-3.8491,-3.4289,2.7889,-0.56447,-4.4101,-1.6939,3.2257,3.7851,-2.3052,-0.20157
44,163.8256685,163.5467079,819.8156685,819.5367079,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.6939,3.2007,3.7851,-2.2802,-0.20157
50,163.6530017,163.5467079,819.6430017,819.5367079,-3.8241,-3.4289,2.7889,-0.56447,-4.4101,-1.7189,3.2257,3.7729,-2.3052,-0.20157
56,163.5835907,163.4150248,819.5735907,819.4050248,-3.8241,-3.4289,2.811,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.3052,-0.22657
63,164.2564909,163.4150248,820.2464909,819.4050248,-3.8607,-3.4446,2.7889,-0.58947,-4.4101,-1.6939,3.2257,3.7729,-2.2802,-0.17657
70,164.1989992,163.3903004,820.1889992,819.3803004,-3.8491,-3.4289,2.7889,-0.61447,-4.416,-1.6689,3.2257,3.7729,-2.3052,-0.17657
79,163.8452239,163.3862992,819.8352239,819.3762992,-3.8607,-3.4039,2.7889,-0.58947,-4.3851,-1.7189,3.2257,3.7729,-2.3052,-0.20157
89,164.2524906,163.3160849,820.2424906,819.3060849,-3.8241,-3.4289,2.7889,-0.61447,-4.3851,-1.6939,3.2434,3.7729,-2.3052,-0.17657
100,163.5471599,163.3160849,819.5371599,819.3060849,-3.8491,-3.4446,2.7639,-0.61447,-4.416,-1.6939,3.2257,3.7729,-2.3052,-0.22657
112,163.7221014,163.3160849,819.7121014,819.3060849,-3.8491,-3.4289,2.811,-0.56447,-4.4101,-1.6689,3.2007,3.7729,-2.2802,-0.22657
125,164.2310681,163.3160849,820.2210681,819.3060849,-3.8607,-3.4446,2.7639,-0.58947,-4.4101,-1.6689,3.2257,3.7851,-2.2802,-0.17657
141,163.4099874,163.3160849,819.3999874,819.3060849,-3.8491,-3.4446,2.7639,-0.56447,-4.416,-1.7189,3.2007,3.7851,-2.3052,-0.20157
158,163.7309116,163.3160849,819.7209116,819.3060849,-3.8607,-3.4446,2.7639,-0.56447,-4.3851,-1.7189,3.2007,3.7479,-2.3052,-0.20157
177,164.0865139,163.3160849,820.0765139,819.3060849,-3.8241,-3.4039,2.7639,-0.61447,-4.3851,-1.6939,3.2434,3.7479,-2.2802,-0.22657
199,164.7128677,163.3146781,820.7028677,819.3046781,-3.8607,-3.4039,2.7639,-0.61447,-4.3851,-1.6689,3.2434,3.7479,-2.2802,-0.17657
223,164.1746689,163.125648,820.1646689,819.115648,-3.8241,-3.4289,2.7639,-0.58947,-4.416,-1.7189,3.2434,3.7729,-2.2802,-0.17657
251,163.3658229,162.8259469,819.3558229,818.8159469,-3.8491,-3.4289,2.7889,-0.58947,-4.4101,-1.7189,3.2007,3.7729,-2.3052,-0.22657
281,163.7000069,162.8259469,819.6900069,818.8159469,-3.8491,-3.4039,2.7889,-0.56447,-4.4101,-1.6939,3.2257,3.7479,-2.3052,-0.22657
316,163.498454,162.8259469,819.488454,818.8159469,-3.8491,-3.4446,2.811,-0.58947,-4.4101,-1.7189,3.2257,3.7729,-2.3052,-0.22657
354,163.5772392,162.8259469,819.5672392,818.8159469,-3.8241,-3.4039,2.7639,-0.56447,-4.4101,-1.6689,3.2007,3.7851,-2.2802,-0.22657
398,163.5918235,162.419094,819.5818235,818.409094,-3.8241,-3.4039,2.7889,-0.61447,-4.416,-1.7189,3.2434,3.7851,-2.3302,-0.20157
446,163.4405981,162.419094,819.4305981,818.409094,-3.8491,-3.4446,2.7639,-0.61447,-4.4101,-1.6939,3.2257,3.7729,-2.3211,-0.22657
501,162.6392352,162.419094,818.6292352,818.409094,-3.8491,-3.4289,2.7889,-0.54125,-4.421,-1.7075,3.2369,3.8036,-2.3468,-0.25611
562,162.9731037,162.1666237,818.9631037,818.1566237,-3.8637,-3.437,2.7618,-0.57316,-4.4101,-1.6727,3.2081,3.7798,-2.377,-0.21856
630,162.4198072,161.3931137,818.4098072,817.3831137,-3.8241,-3.4497,2.8049,-0.56447,-4.3789,-1.7094,3.1558,3.7849,-2.3512,-0.26177
707,163.549719,161.2796667,819.539719,817.2696667,-3.8607,-3.4446,2.7639,-0.61447,-4.3851,-1.6689,3.2434,3.7851,-2.3302,-0.22657
794,162.259042,161.0581076,818.249042,817.0481076,-3.795,-3.4582,2.8049,-0.5363,-4.3851,-1.7485,3.2078,3.7905,-2.377,-0.25273
891,163.4457126,159.1030292,819.4357126,815.0930292,-3.8083,-3.4464,2.7625,-0.64437,-4.3854,-1.6689,3.2641,3.8003,-2.359,-0.21581
1000,163.4796975,153.4643152,819.4696975,809.4543152,-3.8241,-3.4446,2.8049,-0.56447,-4.416,-1.7189,3.2185,3.7851,-2.2802,-0.22657
1122,162.2244725,153.4643152,818.2144725,809.4543152,-3.8138,-3.4289,2.7889,-0.56447,-4.416,-1.6939,3.1855,3.7729,-2.3302,-0.31273
1258,160.6233376,153.4643152,816.6133376,809.4543152,-3.7837,-3.4289,2.7889,-0.57212,-4.4101,-1.6939,3.2138,3.7729,-2.3936,-0.43717
1412,159.4817704,152.5380684,815.4717704,808.5280684,-3.8415,-3.4289,2.7889,-0.56447,-4.4101,-1.8986,3.0981,3.7729,-2.3456,-0.46537
1584,156.6244239,144.5267856,812.6144239,800.5167856,-3.8387,-3.4289,2.7889,-0.56447,-4.4101,-1.9028,3.1339,3.7805,-2.5619,-0.59394
1778,153.7201032,132.069844,809.7101032,788.059844,-3.8235,-3.3712,2.6838,-0.54067,-4.4101,-1.7303,2.954,3.7729,-2.5391,-0.86833
1995,132.1580982,114.1085376,788.1480982,770.0985376,-3.8903,-3.4289,2.7889,-0.41955,-4.4101,-1.8261,3.2135,3.7729,-3.569,-2.3038
2238,127.2104166,42.16311676,783.2004166,698.1531168,-5.0,-3.4289,2.8058,2.049,-4.4101,0.053786,5.0,4.9711,-5.0,-2.0591
2511,61.19599788,28.84173908,717.1859979,684.8317391,-3.8903,-3.4289,-4.3357,1.4577,-5.0,-4.7164,1.1268,5.0,-5.0,-3.792
2818,56.09488764,24.06826071,712.0848876,680.0582607,-4.7522,-3.4289,0.80576,-0.070917,-3.1901,-2.8404,-3.6188,5.0,-5.0,-4.5505
3162,24.99866444,16.83135365,680.9886644,672.8213536,1.4162,-3.4289,1.0965,2.3712,-4.998,-4.187,-4.8653,5.0,-5.0,-5.0
3548,22.32674881,10.8930712,678.3167488,666.8830712,-3.8903,-5.0,-4.8822,1.2532,-4.9757,-4.6819,-4.8869,5.0,-4.5567,-5.0
3981,14.11190866,5.087896804,670.1019087,661.0778968,1.2117,-3.4289,-4.7985,2.5481,-4.9805,-4.2758,-4.996,5.0,-5.0,-5.0
4466,13.80825986,0.3360460139,669.7982599,656.326046,5.0,-5.0,-5.0,5.0,-5.0,-5.0,-5.0,5.0,-5.0,-3.6192
4859,1.136868377e-13,1.136868377e-13,655.99,655.99,5.0,-1.8289,-5.0,5.0,-5.0,-4.8582,-5.0,5.0,-5.0,-5.0
4860,4.605173963,1.136868377e-13,660.595174,655.99,5.0,-1.8289,-5.0,5.0,-5.0,-4.8582,-5.0,5.0,-5.0,-5.0
1,197.3322715,197.3322715,264.0422715,264.0422715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
2,197.3700647,197.3322715,264.0800647,264.0422715,-3.8482,-0.14878,-1.7595,-3.2633,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
3,197.1824004,197.1824004,263.8924004,263.8924004,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8546,2.7337,-2.0779
4,197.3705465,197.1824004,264.0805465,263.8924004,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1836,2.8796,2.7337,-2.0779
5,197.0822715,197.0822715,263.7922715,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.1029
6,197.3572715,197.0822715,264.0672715,263.7922715,-3.8232,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
7,197.2627075,197.0822715,263.9727075,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2871,-0.49547,4.1754,2.8796,2.7337,-2.0779
8,197.4593877,197.0822715,264.1693877,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.9008,2.7337,-2.0779
10,197.3705465,197.0822715,264.0805465,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1836,2.8796,2.7337,-2.0779
11,197.2999828,197.0822715,264.0099828,263.7922715,-3.8482,-0.17378,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
12,197.373974,197.0822715,264.083974,263.7922715,-3.8482,-0.14878,-1.7345,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
14,197.2784106,197.0822715,263.9884106,263.7922715,-3.8482,-0.14878,-1.7595,-3.2208,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
15,197.0822715,197.0822715,263.7922715,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.1029
17,197.3572715,197.0822715,264.0672715,263.7922715,-3.8232,-0.14878,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
19,197.2999828,197.0822715,264.0099828,263.7922715,-3.8482,-0.17378,-1.7595,-3.2458,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
22,197.183943,197.0822715,263.893943,263.7922715,-3.8482,-0.17378,-1.7595,-3.2458,-1.2621,-0.49547,4.1504,2.8796,2.7337,-2.0779
25,197.5289517,197.0822715,264.2389517,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2371,-0.49547,4.1754,2.9008,2.7337,-2.0779
28,197.2877075,197.0822715,263.9977075,263.7922715,-3.8232,-0.14878,-1.7595,-3.2458,-1.2871,-0.49547,4.1754,2.8796,2.7337,-2.0779
31,197.1745293,197.0822715,263.8845293,263.7922715,-3.8482,-0.14878,-1.7845,-3.2458,-1.2621,-0.49547,4.1504,2.8796,2.7337,-2.0779
35,197.3119901,197.0822715,264.0219901,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2371,-0.47047,4.1754,2.8796,2.7337,-2.0779
39,197.3695424,197.0822715,264.0795424,263.7922715,-3.8482,-0.14878,-1.7595,-3.2458,-1.2621,-0.47047,4.1754,2.9008,2.7337,-2.0779
44,197.5333833,197.0822715,264.2433833,263.7922715,-3.8482,-0.14878,-1.7345,-3.2458,-1.2371,-0.52047,4.1754,2.8796,2.7337,-2.0779
50,197.1513864,197.0822715,263.8613864,263.7922715,-3.8232,-0.14878,-1.7595,-3.2458,-1.2621,-0.47047,4.1504,2.8796,2.7337,-2.0779
56,197.2617081,197.0822715,263.9717081,263.7922715,-3.8232,-0.14878,-1.7845,-3.2208,-1.2621,-0.49547,4.1754,2.8796,2.7337,-2.0779
63,197.3085626,197.0753194,264.0185626,263.7853194,-3.8482,-0.14878,-1.7845,-3.2458,-1.2371,-0.47047,4.1836,2.8796,2.7337,-2.0779
70,197.2550551,196.9369846,263.9650551,263.6469846,-3.8232,-0.14878,-1.7595,-3.2208,-1.2621,-0.49547,4.1754,2.9008,2.7564,-2.0779
79,197.0226318,196.8905734,263.7326318,263.6005734,-3.8482,-0.14878,-1.7595,-3.2208,-1.2371,-0.49547,4.1754,2.8546,2.7564,-2.0779
89,197.0524319,196.8905734,263.7624319,263.6005734,-3.8482,-0.14878,-1.7595,-3.2633,-1.2371,-0.49547,4.1836,2.8796,2.7564,-2.1029
100,197.2962874,196.8905734,264.0062874,263.6005734,-3.8232,-0.12378,-1.7845,-3.2458,-1.2621,-0.47047,4.1836,2.8796,2.7337,-2.0779
112,197.2164965,196.8905734,263.9264965,263.6005734,-3.8232,-0.17378,-1.7595,-3.2633,-1.2621,-0.47047,4.1754,2.8796,2.7087,-2.1029
125,196.8102667,196.7692387,263.5202667,263.4792387,-3.8232,-0.14878,-1.7845,-3.2208,-1.2621,-0.47047,4.1836,2.8546,2.7337,-2.1029
141,196.9565819,196.7246403,263.6665819,263.4346403,-3.8597,-0.17378,-1.7595,-3.2458,-1.2871,-0.47047,4.1504,2.8796,2.7087,-2.1029
158,197.5233078,196.7246403,264.2333078,263.4346403,-3.8232,-0.12378,-1.7845,-3.2458,-1.2621,-0.52047,4.1504,2.9008,2.7564,-2.0529
177,197.0941822,196.6566873,263.8041822,263.3666873,-3.8232,-0.17378,-1.7345,-3.2208,-1.2871,-0.52047,4.1504,2.9008,2.7337,-2.1029
199,196.5728919,196.4983414,263.2828919,263.2083414,-3.8597,-0.17378,-1.7845,-3.2633,-1.2371,-0.47047,4.1504,2.8546,2.7564,-2.1029
223,197.2385352,196.4983414,263.9485352,263.2083414,-3.8597,-0.17378,-1.7595,-3.2633,-1.2871,-0.49547,4.1836,2.8796,2.7087,-2.1029
251,197.0812743,196.4983414,263.7912743,263.2083414,-3.8232,-0.17378,-1.7845,-3.2633,-1.2871,-0.52047,4.1836,2.9008,2.7564,-2.1029
281,196.741859,196.4983414,263.451859,263.2083414,-3.8597,-0.17378,-1.7595,-3.2458,-1.2871,-0.47047,4.1836,2.8796,2.7564,-2.1029
316,197.0093975,196.2088526,263.7193975,262.9188526,-3.8376,-0.17378,-1.7595,-3.2458,-1.2871,-0.53506,4.1504,2.8796,2.7337,-2.1036
354,196.9153797,196.2088526,263.6253797,262.9188526,-3.8482,-0.12378,-1.7845,-3.2458,-1.2371,-0.47047,4.1836,2.8796,2.7564,-2.1029
398,196.9837752,195.91817,263.6937752,262.62817,-3.8597,-0.20692,-1.7595,-3.2458,-1.2871,-0.52014,4.1875,2.8796,2.746,-2.102
446,196.5059153,195.91817,263.2159153,262.62817,-3.8552,-0.12378,-1.7845,-3.2133,-1.2871,-0.43035,4.1515,2.8546,2.7564,-2.0779
501,197.0090011,195.57957,263.7190011,262.28957,-3.8597,-0.12378,-1.7345,-3.2208,-1.2871,-0.47047,4.1504,2.8796,2.7087,-2.1029
562,196.3382679,195.4483732,263.0482679,262.1583732,-3.8597,-0.17378,-1.7845,-3.2542,-1.3215,-0.47047,4.1577,2.8796,2.7337,-2.1368
630,196.705059,195.4483732,263.415059,262.1583732,-3.8482,-0.16378,-1.7845,-3.2458,-1.3266,-0.47047,4.1895,2.8796,2.7337,-2.1141
