evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
177,201.6492502,192.8668874,-260.4407498,-269.2231126,-3.8915,4.8615,3.7981,1.7861,-2.0153,1.1824,3.7927,1.4413,1.4876,-2.0632
199,201.136091,192.8668874,-260.953909,-269.2231126,-3.8915,4.8615,3.7981,1.7361,-1.9653,1.1324,3.7927,1.4413,1.5126,-2.0632
223,200.3464257,192.8668874,-261.7435743,-269.2231126,-3.8803,4.8876,3.761,1.7772,-1.9903,1.1574,3.7874,1.4413,1.4626,-2.0382
251,203.5038357,192.8668874,-258.5861643,-269.2231126,-3.8553,4.8865,3.7981,1.7361,-1.9903,1.1574,3.7805,1.4663,1.4626,-2.0382
281,201.6222538,192.8668874,-260.4677462,-269.2231126,-3.8915,4.8615,3.761,1.7861,-1.9653,1.1324,3.7927,1.4413,1.5126,-2.0132
316,199.630179,192.8668874,-262.459821,-269.2231126,-3.8803,4.8865,3.7928,1.7611,-1.9653,1.1335,3.7805,1.4663,1.4876,-2.0551
354,196.8077112,192.331414,-265.2822888,-269.758586,-3.892,4.8865,3.786,1.7861,-1.9653,1.1324,3.7927,1.4663,1.4626,-2.0382
398,201.5994184,191.6828022,-260.4905816,-270.4071978,-3.8803,4.8865,3.7947,1.7861,-1.9653,1.1324,3.7555,1.4913,1.4268,-2.0132
446,195.6733042,191.6828022,-266.4166958,-270.4071978,-3.8553,4.8615,3.7981,1.7861,-1.9653,1.1824,3.7805,1.452,1.4626,-2.0632
501,197.5010527,186.7535774,-264.5889473,-275.3364226,-3.892,4.8865,3.786,1.7861,-1.9903,1.1574,3.7927,1.4663,1.4626,-2.0632
562,200.2604623,186.7535774,-261.8295377,-275.3364226,-3.8915,4.8523,3.761,1.7861,-2.0153,1.1712,3.7555,1.4413,1.4626,-2.0169
630,194.7809557,186.7535774,-267.3090443,-275.3364226,-3.8915,4.867,3.761,1.7861,-1.9653,1.1824,3.7805,1.4413,1.4626,-2.0632
707,179.0730625,179.0730625,-283.0169375,-283.0169375,-3.9025,4.8615,3.786,1.8533,-1.9653,1.1323,3.7662,1.4493,1.4626,-2.0758
794,183.8432982,179.0730625,-278.2467018,-283.0169375,-3.8596,4.8416,3.786,1.7765,-1.9653,1.1665,3.7296,1.4382,1.4626,-2.1795
891,183.8606727,175.8621691,-278.2293273,-286.2278309,-3.8859,4.8615,3.8185,1.7965,-1.9486,1.1324,3.7805,1.4473,1.4498,-2.1064
1000,185.0326677,175.8621691,-277.0573323,-286.2278309,-3.8859,4.8464,3.7943,1.805,-1.9653,1.1217,3.7927,1.4382,1.4699,-2.1064
1122,183.5778237,169.0424211,-278.5121763,-293.0475789,-3.8596,4.8523,3.786,1.8357,-1.9747,1.1574,3.7805,1.4413,1.4643,-2.0883
1258,174.3235925,167.9680764,-287.7664075,-294.1219236,-3.8889,4.7688,3.786,1.8104,-1.9653,1.1574,3.7805,1.452,1.4626,-2.1659
1412,159.6406844,159.6406844,-302.4493156,-302.4493156,-4.046,4.7821,3.786,1.8393,-1.8997,1.1574,3.7617,1.4519,1.457,-2.1389
1584,169.4756505,159.0990981,-292.6143495,-302.9909019,-3.9127,4.8227,3.786,1.823,-1.892,1.1574,3.768,1.4663,1.4626,-2.164
1778,169.4685002,152.9967162,-292.6214998,-309.0932838,-3.9127,4.7821,3.786,1.8954,-1.9424,1.1574,3.7805,1.452,1.4724,-2.2665
1995,167.9807815,151.2657359,-294.1092185,-310.8242641,-4.1106,4.7821,3.786,1.8889,-1.8997,1.1574,3.7704,1.4382,1.4626,-2.3167
2238,146.6054813,95.35506565,-315.4845187,-366.7349343,-4.1457,4.7821,3.786,1.8954,-1.8997,1.1574,3.7805,3.4663,1.4626,-2.1659
2511,133.3743018,79.92371335,-328.7156982,-382.1662867,-2.1457,5.0,3.786,3.8954,0.10031,1.1574,3.7805,1.4663,1.4626,-0.16587
2818,398.0039917,69.28322279,-64.08600834,-392.8067772,-5.0,2.7821,5.0,-0.1046,-3.8997,-0.84259,5.0,-0.53374,3.4626,-0.16587
3162,75.24218488,55.25037803,-386.8478151,-406.839622,-2.1229,1.3621,2.3806,0.76338,-0.78692,3.1574,3.7805,3.4663,1.4626,-0.0059726
3548,48.93580746,39.08832049,-413.1541925,-423.0016795,-2.1457,4.7821,3.786,-0.1046,3.0744,1.1574,2.0401,3.4663,1.4626,0.038856
3981,39.08832049,29.95528794,-423.0016795,-432.1347121,-2.3007,1.3621,2.3806,0.76338,3.0744,3.1574,2.0401,3.4663,1.4626,-0.61339
4466,205.2102611,29.95528794,-256.8797389,-432.1347121,2.4629,-3.8832,4.2358,2.4088,0.6744,3.4008,3.0362,1.7406,3.0626,1.1866
5011,37.78427449,29.95528794,-424.3057255,-432.1347121,-2.2496,1.3621,2.2725,0.76338,0.6744,2.7574,2.0401,1.4663,1.4626,-0.61339
5623,126.5601948,24.68246739,-335.5298052,-437.4075326,-4.0496,3.5621,3.7861,-0.49386,0.6744,2.7574,4.4876,1.6361,2.5068,-0.61339
6309,90.12585437,15.94565026,-371.9641456,-446.1443497,-0.8096,1.3621,2.2725,-0.2954,3.3247,2.7095,2.0401,4.1778,1.4626,0.82661
7079,35.07210676,15.94565026,-427.0178932,-446.1443497,-1.3282,3.1221,3.7125,0.76338,1.622,2.7095,3.0609,2.1876,1.4626,1.1699
7943,18.95098468,15.44727262,-443.1390153,-446.6427274,-2.2496,3.1221,2.2725,0.76338,1.622,2.7095,3.0609,2.1876,1.4626,0.47928
8912,43.10287928,15.44727262,-418.9871207,-446.6427274,-3.4016,2.2732,3.8783,1.9154,3.318,1.5255,3.0609,2.1876,2.4866,0.37964
10000,47.79226073,13.26578815,-414.2977393,-448.8242118,-3.4016,1.4235,2.9907,1.4248,2.9026,1.6024,1.7089,3.4539,2.4866,-0.29428
11220,35.63130845,11.77896984,-426.4586916,-450.3110302,-1.328,2.2732,2.9907,0.76338,2.9788,2.2008,1.9793,2.1876,2.2818,-0.54196
12589,25.20243194,11.07890343,-436.8875681,-451.0110966,-2.0653,2.2732,3.856,-0.024141,1.622,2.191,3.0609,2.1876,1.4626,0.37964
14125,89.11503142,8.85900398,-372.9749686,-453.230996,-1.328,2.2732,1.5061,1.3532,2.4904,2.7972,1.3987,2.9248,1.9869,0.37964
15848,40.36036598,6.792785322,-421.729634,-455.2972147,-2.377,2.9941,2.8905,1.3532,2.2365,1.6027,1.2912,1.4503,1.4626,-0.21018
17782,27.19492949,4.216452307,-434.8950705,-457.8735477,-2.3347,1.4398,2.9698,1.2352,2.3167,1.7061,3.037,3.0499,1.8821,0.051969
19952,10.97479592,4.091312496,-451.1152041,-457.9986875,-1.328,2.2732,2.1983,1.3622,2.85,2.191,2.1105,2.6594,1.4655,0.40234
22387,13.70244845,4.091312496,-448.3875516,-457.9986875,-1.328,2.2732,2.1983,1.3622,2.2942,2.191,2.5535,2.4895,1.801,0.051969
25118,86.34520126,4.091312496,-375.7447987,-457.9986875,-1.5213,1.0216,2.4139,1.5555,1.618,2.3476,2.3701,2.6285,2.2433,-0.29844
28183,108.1331004,3.04981367,-353.9568996,-459.0401863,-1.2043,2.4826,2.1033,1.2976,2.4763,2.0639,2.6987,2.4493,1.6911,-0.071726
31622,21.0356427,2.46866777,-441.0543573,-459.6213322,-1.3991,2.2119,2.1527,1.3704,2.332,2.2596,2.6151,2.5541,1.7443,0.051969
35481,8.114593155,2.178503009,-453.9754068,-459.911497,-1.3522,2.2696,2.143,1.4204,2.2942,2.2225,2.5229,2.6039,1.831,0.084372
39810,2.210781225,2.090123188,-459.8792188,-459.9998768,-1.3459,2.3019,2.2187,1.4111,2.2942,2.1867,2.5535,2.6039,1.801,0.060584
44668,2.218889267,2.06151732,-459.8711107,-460.0284827,-1.3459,2.3019,2.2087,1.4027,2.2942,2.1903,2.545,2.6039,1.801,0.058468
50118,2.435449314,2.033422926,-459.6545507,-460.0565771,-1.3539,2.2889,2.2135,1.384,2.3139,2.1862,2.5575,2.5906,1.801,0.058468
56234,2.203066362,1.996667393,-459.8869336,-460.0933326,-1.3487,2.3085,2.2071,1.3906,2.2902,2.1728,2.5536,2.5985,1.7986,0.053028
63095,2.015587237,1.990541825,-460.0744128,-460.0994582,-1.3416,2.3027,2.2162,1.3884,2.297,2.1777,2.5489,2.5985,1.801,0.059005
70794,2.000084828,1.990328285,-460.0899152,-460.0996717,-1.3427,2.3016,2.2126,1.3856,2.2968,2.1765,2.5485,2.5971,1.8024,0.058292
79432,1.990280358,1.989982789,-460.0997196,-460.1000172,-1.3433,2.2991,2.2137,1.3859,2.2994,2.1753,2.5474,2.5985,1.8033,0.057532
89125,1.989987705,1.989921633,-460.1000123,-460.1000784,-1.3433,2.2998,2.2137,1.3854,2.2991,2.1753,2.5471,2.5984,1.8032,0.057625
100000,1.989922939,1.989918639,-460.1000771,-460.1000814,-1.3435,2.3,2.2135,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.057623
112201,1.989919078,1.989918131,-460.1000809,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.057611
125892,1.989918132,1.989918116,-460.1000819,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
141253,1.989918114,1.989918114,-460.1000819,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
158489,1.989918114,1.989918114,-460.1000819,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
177827,1.989918114,1.989918114,-460.1000819,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
199526,1.989918114,1.989918114,-460.1000819,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
223872,1.989918114,1.989918114,-460.1000819,-460.1000819,-1.3435,2.3,2.2136,1.3856,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
251188,35.57012712,1.006823776,-426.5198729,-461.0831762,-1.402,3.1192,1.3944,-0.1241,2.8901,3.2224,2.119,1.7792,2.6224,0.0576
281838,4.687025911,0.004009365518,-457.4029741,-462.0859906,-2.333,2.2712,2.2424,0.70139,2.2704,2.1464,2.5734,2.6272,1.8032,0.086423
316227,0.001374391121,2.962250164e-06,-462.0886256,-462.089997,-2.3402,2.2995,2.2131,0.72808,2.2987,2.1757,2.5472,2.5979,1.8037,0.0576
343741,3.164814188e-09,3.164814188e-09,-462.09,-462.09,-2.3408,2.3,2.2136,0.728,2.2992,2.1752,2.5472,2.5984,1.8032,0.0576
1,516.4802445,516.4802445,594.1402445,594.1402445,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
2,510.8492619,510.8492619,588.5092619,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1324,2.3559,4.7302,0.57268,-3.4735,-3.9145
3,513.4326099,510.8492619,591.0926099,588.5092619,-3.8791,-1.8337,-0.7375,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
4,519.0393279,510.8492619,596.6993279,588.5092619,-3.8791,-1.8337,-0.7625,-0.92057,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
5,512.9185754,510.8492619,590.5785754,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.8895
6,510.8492619,510.8492619,588.5092619,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1324,2.3559,4.7302,0.57268,-3.4735,-3.9145
7,517.7896927,510.8492619,595.4496927,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.54768,-3.4735,-3.9145
8,512.9185754,510.8492619,590.5785754,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.8895
10,510.8492619,510.8492619,588.5092619,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1324,2.3559,4.7302,0.57268,-3.4735,-3.9145
11,512.5275987,510.8492619,590.1875987,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4485,-3.9145
12,516.9278469,510.8492619,594.5878469,588.5092619,-3.8541,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
14,512.5275987,510.8492619,590.1875987,588.5092619,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4485,-3.9145
15,515.1872792,510.8492619,592.8472792,588.5092619,-3.8791,-1.8087,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
17,514.0504705,510.8492619,591.7104705,588.5092619,-3.8791,-1.8337,-0.7625,-0.87057,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
19,516.3316165,510.8492619,593.9916165,588.5092619,-3.8903,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
22,510.2074044,510.2074044,587.8674044,587.8674044,-3.8541,-1.8337,-0.7625,-0.89557,1.1574,2.3559,4.7052,0.57268,-3.4735,-3.9145
25,519.3059632,509.611174,596.9659632,587.271174,-3.8791,-1.8587,-0.7625,-0.89557,1.1574,2.3559,4.7329,0.57268,-3.4735,-3.9145
28,519.5420386,509.611174,597.2020386,587.271174,-3.8791,-1.8337,-0.7625,-0.89557,1.1574,2.3309,4.7302,0.54768,-3.4735,-3.9145
31,515.0532893,509.611174,592.7132893,587.271174,-3.8791,-1.8337,-0.7625,-0.87057,1.1574,2.3559,4.7329,0.57268,-3.4735,-3.9145
35,516.240505,509.611174,593.900505,587.271174,-3.8791,-1.8087,-0.7625,-0.89557,1.1574,2.3559,4.7302,0.59768,-3.4735,-3.9145
39,516.4035589,509.611174,594.0635589,587.271174,-3.8791,-1.8337,-0.7875,-0.87057,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
44,507.9251104,500.1761735,585.5851104,577.8361735,-3.8791,-1.8337,-0.7625,-0.87057,1.1574,2.3809,4.7302,0.57268,-3.4485,-3.9145
50,510.8542078,500.1761735,588.5142078,577.8361735,-3.8903,-1.8337,-0.7375,-0.87057,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
56,516.2549309,500.1761735,593.9149309,577.8361735,-3.8903,-1.8337,-0.7875,-0.87057,1.1574,2.3559,4.7302,0.57268,-3.4735,-3.9145
63,513.2943731,500.1761735,590.9543731,577.8361735,-3.8791,-1.8337,-0.7625,-0.87057,1.1574,2.3309,4.7302,0.59768,-3.4735,-3.8895
70,521.5608306,500.1761735,599.2208306,577.8361735,-3.8903,-1.8587,-0.7875,-0.89557,1.1574,2.3559,4.7302,0.59768,-3.4735,-3.9145
79,519.1550613,500.1761735,596.8150613,577.8361735,-3.8791,-1.8337,-0.7375,-0.89557,1.1574,2.3559,4.7302,0.54768,-3.4887,-3.9253
89,519.421607,500.1761735,597.081607,577.8361735,-3.8541,-1.8337,-0.7375,-0.89557,1.1574,2.3559,4.7329,0.54768,-3.4887,-3.9145
100,516.7366029,500.1761735,594.3966029,577.8361735,-3.8541,-1.8337,-0.7625,-0.89557,1.1824,2.3809,4.7329,0.57268,-3.4735,-3.8895
112,507.9634185,500.1761735,585.6234185,577.8361735,-3.8791,-1.8587,-0.7625,-0.89557,1.1324,2.3309,4.7302,0.59768,-3.4485,-3.8895
125,526.0199535,494.4714675,603.6799535,572.1314675,-3.8541,-1.8587,-0.7875,-0.87057,1.1824,2.3309,4.7302,0.59768,-3.4735,-3.9145
141,529.6202593,494.4714675,607.2802593,572.1314675,-3.8541,-1.8337,-0.7875,-0.92057,1.1824,2.3559,4.7329,0.59768,-3.4735,-3.9253
158,511.5982329,494.4714675,589.2582329,572.1314675,-3.8541,-1.8337,-0.7875,-0.92057,1.1324,2.3809,4.7052,0.59768,-3.4887,-3.9145
177,505.6983817,494.4714675,583.3583817,572.1314675,-3.8541,-1.8087,-0.7375,-0.89557,1.1824,2.3309,4.7052,0.59768,-3.4485,-3.8895
199,494.1611016,494.1611016,571.8211016,571.8211016,-3.8541,-1.8087,-0.7375,-0.92057,1.1324,2.3809,4.7052,0.59768,-3.4485,-3.8895
223,521.2466654,494.1611016,598.9066654,571.8211016,-3.8903,-1.8087,-0.7875,-0.92057,1.1574,2.3309,4.7329,0.54768,-3.4485,-3.9253
251,494.4173239,494.1611016,572.0773239,571.8211016,-3.8541,-1.8087,-0.7375,-0.92057,1.1324,2.3809,4.7052,0.54768,-3.4485,-3.8895
281,519.3154212,493.8812848,596.9754212,571.5412848,-3.8541,-1.8587,-0.7375,-0.92057,1.1574,2.3559,4.7302,0.59768,-3.4735,-3.9145
316,496.1182345,493.7940394,573.7782345,571.4540394,-3.8791,-1.8337,-0.7625,-0.87731,1.1324,2.3809,4.7174,0.57268,-3.4485,-3.895
354,505.9040553,485.2346171,583.5640553,562.8946171,-3.8903,-1.8087,-0.7875,-0.87057,1.1324,2.3809,4.7052,0.59768,-3.4887,-3.9253
398,509.7342247,485.2346171,587.3942247,562.8946171,-3.8541,-1.8087,-0.7875,-0.87057,1.1324,2.3809,4.7329,0.54768,-3.4887,-3.8895
446,508.4121203,485.2346171,586.0721203,562.8946171,-3.8559,-1.8337,-0.7625,-0.90933,1.1324,2.3809,4.7302,0.59768,-3.4549,-3.9145
501,512.2045196,485.2346171,589.8645196,562.8946171,-3.8541,-1.8087,-0.7875,-0.87057,1.1574,2.3809,4.7052,0.55009,-3.4887,-3.9253
562,491.3769021,485.2346171,569.0369021,562.8946171,-3.8541,-1.8087,-0.7375,-0.87731,1.1324,2.3809,4.7174,0.57268,-3.4485,-3.8895
630,501.7531529,478.5105728,579.4131529,556.1705728,-3.8791,-1.8337,-0.7625,-0.87057,1.1141,2.3559,4.7302,0.57268,-3.4595,-3.9145
707,492.2647831,478.5105728,569.9247831,556.1705728,-3.8621,-1.8337,-0.72429,-0.92057,1.1324,2.3809,4.7159,0.57268,-3.4392,-3.8664
794,492.286311,474.8492673,569.946311,552.5092673,-3.8791,-1.8087,-0.7375,-0.87057,1.1324,2.3809,4.7052,0.59768,-3.4485,-3.9145
891,486.891223,467.6557444,564.551223,545.3157444,-3.8541,-1.8087,-0.7375,-0.87057,1.1324,2.3809,4.676,0.59768,-3.4003,-3.8895
1000,486.6952994,462.1186293,564.3552994,539.7786293,-3.8791,-1.8337,-0.70317,-0.87176,1.1006,2.375,4.7233,0.57268,-3.4523,-3.9145
1122,477.2141041,437.890498,554.8741041,515.550498,-3.8123,-1.8337,-0.69607,-0.89327,1.1027,2.375,4.6961,0.57268,-3.4217,-3.8713
1258,464.8802541,437.890498,542.5402541,515.550498,-3.8791,-1.8337,-0.70658,-0.79924,1.0255,2.375,4.6961,0.57268,-3.396,-3.8981
1412,459.6552336,437.890498,537.3152336,515.550498,-3.8791,-1.8337,-0.70238,-0.75963,0.98668,2.4266,4.7031,0.57268,-3.4444,-3.869
1584,455.8205143,433.4732209,533.4805143,511.1332209,-3.8791,-1.8337,-0.59254,-0.73446,0.99106,2.3953,4.676,0.57268,-3.4444,-3.869
1778,379.2712503,379.2712503,456.9312503,456.9312503,-3.8632,-1.8252,-0.60212,-0.87977,1.0255,2.3702,3.8827,0.549,-3.4135,-3.8743
1995,378.790223,298.5471118,456.450223,376.2071118,-3.854,-1.8337,-0.60212,-0.8494,1.0255,2.3893,3.8827,0.61964,-3.4135,-3.8509
2238,338.7637665,231.7159545,416.4237665,309.3759545,-5.0,-1.8337,-2.5676,-0.85235,1.0386,2.3953,0.034802,0.57268,-3.3614,-5.0
2511,221.2881583,131.7609671,298.9481583,209.4209671,-3.8721,-1.8337,-0.5676,1.1477,-0.9614,0.39533,0.034802,0.57268,-1.3614,-1.8807
2818,200.8537084,100.4859291,278.5137084,178.1459291,-1.8721,0.1663,-0.5676,1.1477,-0.9614,-1.5098,2.8348,-1.0769,-1.3614,-5.0
3162,165.0269558,51.31867585,242.6869558,128.9786759,-3.0118,0.1663,-3.806,2.762,-1.693,-1.5098,2.8348,-1.4273,0.99699,-5.0
3548,115.5745946,33.47163213,193.2345946,111.1316321,0.46211,-0.75895,-0.5676,1.1477,-2.5741,-3.961,0.034802,-0.2572,-0.051745,-3.8807
3981,254.7060448,33.47163213,332.3660448,111.1316321,-1.3154,-0.49431,-3.5921,4.1741,-3.0166,-0.59354,4.5052,-0.23141,-0.42339,-5.0
4466,115.6410742,29.29476525,193.3010742,106.9547652,1.5935,-2.8821,-0.5676,2.9464,-2.4386,-2.3595,0.034802,0.57268,-0.14166,-5.0
5011,63.0049232,27.09762132,140.6649232,104.7576213,1.5935,1.0733,-2.1676,2.5125,-3.6127,-1.9226,0.034802,0.57268,-0.14166,-4.839
5623,35.53055211,22.40044973,113.1905521,100.0604497,1.4749,-1.8337,-0.5676,2.5125,-3.6127,-0.56537,0.034802,-1.0273,-0.14166,-3.8807
6309,81.7668621,19.30258775,159.4268621,96.96258775,3.3442,-1.8337,-2.1676,5.0,-2.4386,1.0346,1.8268,-0.70732,-0.14166,-5.0
7079,30.50007527,18.61320107,108.1600753,96.27320107,3.3442,-1.8337,-0.6876,2.5667,-2.4386,-0.56537,1.8318,0.57268,-0.14166,-3.8807
7943,15.71690716,11.60044044,93.37690716,89.26044044,1.3842,-1.8337,-1.2566,2.5667,-2.4386,-0.56537,1.0428,0.57268,-0.14166,-3.8807
8912,90.75897797,11.60044044,168.418978,89.26044044,2.9522,1.026,-1.2566,4.7308,-2.4386,0.55668,2.02,0.57268,-0.14166,-2.8567
10000,50.04404553,8.971952918,127.7040455,86.63195292,2.7196,-0.92395,-0.47775,3.4602,-2.4386,-0.087694,0.58641,-0.68888,-0.14166,-3.2207
11220,137.5978116,8.971952918,215.2578116,86.63195292,2.46,-1.7088,-1.2566,4.0891,-2.4386,-0.56537,0.58641,-0.92183,2.6012,-3.8807
12589,37.93486265,7.22366706,115.5948626,84.88366706,2.3877,-0.23422,-2.0144,2.6593,-2.4386,-0.56537,-0.33109,1.228,0.56039,-4.5361
14125,69.48641433,5.372190347,147.1464143,83.03219035,2.3877,-1.4139,-0.65038,4.4287,-1.7177,-0.56537,1.3204,0.048392,-0.16051,-3.8807
