evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
10648,0.003966367964,0.003966367964,-209.8760336,-209.8760336,1.2375,0.45523,3.5524,2.3843,1.7854,2.6879,2.3213,-0.090367,-1.1104,2.604
10764,0.002413918556,0.002413918556,-209.8775861,-209.8775861,1.1983,0.45029,3.5552,2.3844,1.7856,2.6879,2.3215,-0.090422,-1.1104,2.604
11447,0.001431732739,0.001431732739,-209.8785683,-209.8785683,1.2024,0.4493,3.5535,2.3867,1.7856,2.688,2.3216,-0.090432,-1.1104,2.604
12487,0.0009926465027,0.0009926465027,-209.8790074,-209.8790074,1.2056,0.45047,3.5546,2.3867,1.7857,2.6882,2.3216,-0.090424,-1.1104,2.604
13043,0.0006296194757,0.0006296194757,-209.8793704,-209.8793704,1.2078,0.44996,3.5538,2.3862,1.7859,2.6883,2.3216,-0.090422,-1.1104,2.604
13173,0.0003923002773,0.0003923002773,-209.8796077,-209.8796077,1.2081,0.4503,3.5542,2.3863,1.786,2.6885,2.3216,-0.090421,-1.1104,2.604
13380,0.0002409544361,0.0002409544361,-209.879759,-209.879759,1.2092,0.4503,3.5545,2.3859,1.786,2.6886,2.3216,-0.09042,-1.1104,2.604
13570,0.0001285160334,0.0001285160334,-209.8798715,-209.8798715,1.208,0.44998,3.5542,2.3862,1.7857,2.6886,2.3216,-0.090421,-1.1104,2.604
13921,9.004976204e-05,9.004976204e-05,-209.87991,-209.87991,1.209,0.44959,3.5548,2.3862,1.7858,2.6887,2.3216,-0.090422,-1.1104,2.604
14044,5.846663086e-05,5.846663086e-05,-209.8799415,-209.8799415,1.2047,0.44935,3.5544,2.386,1.7856,2.6888,2.3216,-0.090421,-1.1104,2.604
14255,3.591853428e-05,3.591853428e-05,-209.8799641,-209.8799641,1.2094,0.44865,3.5542,2.3864,1.7857,2.6888,2.3216,-0.090421,-1.1104,2.604
15123,2.100004195e-05,2.100004195e-05,-209.879979,-209.879979,1.2084,0.44812,3.5545,2.3864,1.7857,2.6888,2.3216,-0.09042,-1.1104,2.604
15569,1.534132434e-05,1.534132434e-05,-209.8799847,-209.8799847,1.2069,0.44796,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090417,-1.1104,2.604
16295,7.909301246e-06,7.909301246e-06,-209.8799921,-209.8799921,1.2063,0.44849,3.5543,2.3864,1.7856,2.6888,2.3216,-0.09041,-1.1104,2.604
16527,6.111900575e-06,6.111900575e-06,-209.8799939,-209.8799939,1.2065,0.44832,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090409,-1.1104,2.604
16651,2.898676485e-06,2.898676485e-06,-209.8799971,-209.8799971,1.2069,0.44829,3.5544,2.3865,1.7856,2.6888,2.3216,-0.090404,-1.1104,2.604
16778,2.463479888e-06,2.463479888e-06,-209.8799975,-209.8799975,1.2064,0.44837,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090402,-1.1104,2.604
17016,1.398932056e-06,1.398932056e-06,-209.8799986,-209.8799986,1.207,0.44827,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090401,-1.1104,2.604
17094,7.398054152e-07,7.398054152e-07,-209.8799993,-209.8799993,1.2068,0.44813,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090402,-1.1104,2.604
17286,5.79428729e-07,5.79428729e-07,-209.8799994,-209.8799994,1.2068,0.44799,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090401,-1.1104,2.604
17774,2.90031636e-07,2.90031636e-07,-209.8799997,-209.8799997,1.207,0.44813,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090399,-1.1104,2.604
17884,2.338049114e-07,2.338049114e-07,-209.8799998,-209.8799998,1.2071,0.44809,3.5544,2.3864,1.7856,2.6888,2.3216,-0.090399,-1.1104,2.604
18092,1.284708731e-07,1.284708731e-07,-209.8799999,-209.8799999,1.2074,0.44799,3.5544,2.3864,1.7856,2.6888,2.3216,-0.0904,-1.1104,2.604
18205,9.291102288e-08,9.291102288e-08,-209.8799999,-209.8799999,1.2073,0.448,3.5544,2.3864,1.7856,2.6888,2.3216,-0.0904,-1.1104,2.604
18602,5.771718747e-08,5.771718747e-08,-209.8799999,-209.8799999,1.2072,0.44802,3.5544,2.3864,1.7856,2.6888,2.3216,-0.0904,-1.1104,2.604
18845,2.99671683e-08,2.99671683e-08,-209.88,-209.88,1.2072,0.44802,3.5544,2.3864,1.7856,2.6888,2.3216,-0.0904,-1.1104,2.604
19497,2.475178462e-08,2.475178462e-08,-209.88,-209.88,1.2072,0.44801,3.5544,2.3864,1.7856,2.6888,2.3216,-0.0904,-1.1104,2.604
1,31982690.49,31982690.49,31982598.4,31982598.4,-0.85627,2.2879,0.87655,-4.2781,4.2261,4.9669,-3.101,-2.9116,-4.4911,-3.5646
2,18569106.45,18569106.45,18569014.36,18569014.36,-4.8807,-3.0591,-4.4435,-0.15609,-4.7595,-3.7087,-2.1032,-2.7837,-1.4877,-2.4288
3,12309214.53,12309214.53,12309122.44,12309122.44,-1.3333,-4.5758,2.0896,4.2292,-0.88737,0.14087,1.9042,0.14884,4.6749,4.5835
4,2903483.62,2903483.62,2903391.53,2903391.53,-0.32178,-0.70034,4.4541,1.3483,4.4541,0.70488,-3.5424,3.6864,3.6417,1.1457
11,1859562.8,1859562.8,1859470.71,1859470.71,-3.5282,-3.2238,4.4554,-4.7452,-0.51852,2.5097,-0.50663,-1.993,-1.8309,1.0918
13,1420297.677,1420297.677,1420205.587,1420205.587,0.41236,-4.2394,0.0025765,-3.4193,3.6343,0.83688,2.6363,-1.8359,1.8373,2.4487
54,394084.5324,394084.5324,393992.4424,393992.4424,0.48293,2.9476,-4.1506,-4.8174,-0.40421,1.2044,-0.92504,0.72085,1.0804,1.2114
98,177815.2485,177815.2485,177723.1585,177723.1585,1.7392,5.2329,-1.3846,-2.3753,1.8793,1.1504,0.56789,0.076342,0.74777,1.4331
164,147262.0398,147262.0398,147169.9498,147169.9498,0.68933,-1.4351,-0.20511,4.2658,6.3024,-0.24933,-1.0839,0.25716,0.92858,1.5786
248,35786.31642,35786.31642,35694.22642,35694.22642,-0.71544,0.16823,-0.052511,-5.7854,-0.82667,-1.613,-0.32906,0.41824,0.62917,1.6926
568,24275.05152,24275.05152,24182.96152,24182.96152,-2.4031,-0.15036,0.78981,-3.4537,-0.77037,-3.0331,-0.31395,0.83698,0.1327,1.6819
612,14256.99075,14256.99075,14164.90075,14164.90075,-1.1374,-2.3849,0.83784,-2.7544,0.45895,-3.6418,-0.70289,0.77708,0.26765,1.6639
694,5172.873818,5172.873818,5080.783818,5080.783818,-1.479,5.3594,-2.9151,-1.3824,0.2574,-2.8331,0.48602,0.88802,0.36717,1.696
806,3734.731596,3734.731596,3642.641596,3642.641596,-1.0532,-2.3082,-1.9237,-0.29815,0.13103,-4.3256,0.073067,0.9533,0.34143,1.7183
969,2178.890959,2178.890959,2086.800959,2086.800959,-2.9569,9.3237,2.1643,-0.40167,0.68851,-3.63,0.11231,0.93963,0.36136,1.7009
1125,1540.307553,1540.307553,1448.217553,1448.217553,-1.9013,5.0316,1.2053,0.025114,-0.43417,-4.1479,0.13411,0.975,0.38366,1.6787
1441,776.3899512,776.3899512,684.2999512,684.2999512,-0.81811,3.4936,-1.6031,-0.55919,0.0022325,-4.0169,0.037885,0.92416,0.40768,1.6925
1608,552.9098169,552.9098169,460.8198169,460.8198169,-3.401,1.2781,-1.2873,-1.8597,0.08396,-4.0294,0.16083,0.94462,0.42411,1.6907
1654,353.1227034,353.1227034,261.0327034,261.0327034,-2.5417,3.0437,-0.95659,-1.0873,-0.18931,-4.0242,0.099547,0.9537,0.42921,1.6897
1809,244.4678657,244.4678657,152.3778657,152.3778657,-2.5741,1.0095,-0.5856,-0.97003,-0.2957,-3.8391,0.11081,0.95424,0.44275,1.6872
1892,137.0738474,137.0738474,44.98384738,44.98384738,-4.0511,1.2677,0.69703,-1.7858,-0.18348,-3.6343,0.043552,0.95688,0.42716,1.6849
2242,71.36016511,71.36016511,-20.72983489,-20.72983489,-5.3713,1.4672,0.32263,-2.1517,-0.22464,-3.744,0.057233,0.9788,0.43165,1.6859
2292,61.67041674,61.67041674,-30.41958326,-30.41958326,-0.45554,2.7654,0.35088,-2.331,-0.20132,-3.7661,0.070563,0.96912,0.43286,1.6851
2535,34.13510195,34.13510195,-57.95489805,-57.95489805,-0.80395,1.469,-0.64505,-1.8354,-0.17368,-3.7439,0.054542,0.98372,0.42992,1.6861
2696,18.64213949,18.64213949,-73.44786051,-73.44786051,-0.49518,3.7736,-0.25223,-1.8551,-0.15968,-3.7401,0.051877,0.98826,0.43267,1.6866
2772,9.152943957,9.152943957,-82.93705604,-82.93705604,-0.29627,2.9745,-0.2939,-1.7271,-0.098927,-3.7451,0.032572,0.98236,0.43306,1.6868
3325,4.834889062,4.834889062,-87.25511094,-87.25511094,-0.082322,2.8613,-0.14851,-1.8525,-0.10295,-3.7352,0.038642,0.98564,0.43372,1.6868
3500,3.67336173,3.67336173,-88.41663827,-88.41663827,0.060498,2.7969,-0.16074,-1.8655,-0.11324,-3.7545,0.040651,0.98511,0.43357,1.6866
3765,1.774480355,1.774480355,-90.31551964,-90.31551964,0.11696,2.6835,-0.086422,-1.8315,-0.10869,-3.7589,0.037867,0.98481,0.43472,1.6866
3855,1.476678919,1.476678919,-90.61332108,-90.61332108,-0.073884,2.7376,-0.013071,-1.8103,-0.10898,-3.7525,0.035593,0.98549,0.43527,1.6869
4210,0.9312520669,0.9312520669,-91.15874793,-91.15874793,0.094652,2.5091,0.055289,-1.8368,-0.10874,-3.763,0.036351,0.98517,0.43512,1.6864
4291,0.5540228929,0.5540228929,-91.53597711,-91.53597711,0.84339,2.532,0.0034612,-1.8432,-0.10816,-3.7634,0.031307,0.98573,0.43543,1.6867
4412,0.3556860516,0.3556860516,-91.73431395,-91.73431395,0.75377,2.6304,0.065276,-1.8382,-0.10437,-3.7631,0.03099,0.98559,0.43546,1.6866
4889,0.1750241519,0.1750241519,-91.91497585,-91.91497585,0.81509,2.5821,0.083743,-1.8401,-0.10577,-3.7587,0.030963,0.98626,0.43514,1.6865
4978,0.1500518884,0.1500518884,-91.93994811,-91.93994811,0.80954,2.5624,0.069588,-1.8329,-0.10611,-3.7585,0.031087,0.9866,0.43505,1.6864
5619,0.09645569323,0.09645569323,-91.99354431,-91.99354431,0.84593,2.6119,0.078653,-1.8233,-0.10667,-3.7599,0.032449,0.98717,0.4352,1.6864
6180,0.05855297767,0.05855297767,-92.03144702,-92.03144702,0.83488,2.6207,0.083683,-1.8255,-0.11094,-3.7595,0.032276,0.98709,0.43501,1.6864
6291,0.0397241349,0.0397241349,-92.05027587,-92.05027587,0.83944,2.6564,0.097322,-1.8324,-0.1146,-3.7587,0.03187,0.98731,0.43514,1.6865
6577,0.02054312033,0.02054312033,-92.06945688,-92.06945688,0.82019,2.6168,0.094032,-1.8313,-0.11902,-3.7589,0.032253,0.98714,0.43509,1.6865
6808,0.01164311911,0.01164311911,-92.07835688,-92.07835688,0.78512,2.6195,0.09648,-1.8308,-0.11962,-3.7589,0.032443,0.98713,0.4351,1.6864
6929,0.008941067893,0.008941067893,-92.08105893,-92.08105893,0.77422,2.6177,0.094819,-1.8299,-0.118,-3.7589,0.032065,0.98706,0.43516,1.6864
6938,0.004354279571,0.004354279571,-92.08564572,-92.08564572,0.75027,2.6272,0.09398,-1.8295,-0.12011,-3.7587,0.032161,0.98726,0.43517,1.6864
7012,0.003923948184,0.003923948184,-92.08607605,-92.08607605,0.74405,2.6241,0.092654,-1.83,-0.11928,-3.7589,0.03217,0.98726,0.43514,1.6864
7019,0.002369457197,0.002369457197,-92.08763054,-92.08763054,0.75887,2.6224,0.092027,-1.8284,-0.11913,-3.7596,0.03226,0.98715,0.4352,1.6864
7370,0.0004845406683,0.0004845406683,-92.08951546,-92.08951546,0.72246,2.619,0.091315,-1.8266,-0.11872,-3.7595,0.031993,0.98717,0.4352,1.6864
7573,0.0003150904139,0.0003150904139,-92.08968491,-92.08968491,0.72305,2.623,0.091101,-1.8263,-0.11872,-3.7591,0.031981,0.98718,0.43522,1.6864
8057,0.0002181765562,0.0002181765562,-92.08978182,-92.08978182,0.72914,2.6232,0.090894,-1.827,-0.11948,-3.759,0.031998,0.98718,0.43521,1.6864
8330,0.0001552041636,0.0001552041636,-92.0898448,-92.0898448,0.72813,2.6244,0.091115,-1.827,-0.11894,-3.7591,0.032025,0.98719,0.4352,1.6864
8496,6.496174501e-05,6.496174501e-05,-92.08993504,-92.08993504,0.72688,2.6232,0.090607,-1.8268,-0.11919,-3.7592,0.032006,0.98718,0.4352,1.6864
9007,5.855675221e-05,5.855675221e-05,-92.08994144,-92.08994144,0.72565,2.6219,0.090703,-1.827,-0.11935,-3.7592,0.032032,0.9872,0.4352,1.6864
9362,3.61925006e-05,3.61925006e-05,-92.08996381,-92.08996381,0.72573,2.6215,0.090596,-1.8267,-0.11933,-3.7592,0.031991,0.98719,0.4352,1.6864
9524,2.299295684e-05,2.299295684e-05,-92.08997701,-92.08997701,0.72744,2.6221,0.090645,-1.8266,-0.11926,-3.7592,0.032005,0.98719,0.4352,1.6864
9727,1.365805848e-05,1.365805848e-05,-92.08998634,-92.08998634,0.72626,2.6211,0.09065,-1.8266,-0.1192,-3.7592,0.031997,0.9872,0.4352,1.6864
9927,8.121902269e-06,8.121902269e-06,-92.08999188,-92.08999188,0.72723,2.6215,0.090692,-1.8265,-0.11919,-3.7592,0.032013,0.9872,0.4352,1.6864
10162,4.986260976e-06,4.986260976e-06,-92.08999501,-92.08999501,0.72628,2.6212,0.090685,-1.8264,-0.11922,-3.7592,0.031999,0.9872,0.4352,1.6864
10689,3.626977715e-06,3.626977715e-06,-92.08999637,-92.08999637,0.72637,2.6215,0.090646,-1.8264,-0.11922,-3.7592,0.032004,0.9872,0.4352,1.6864
10802,2.239371284e-06,2.239371284e-06,-92.08999776,-92.08999776,0.72537,2.6215,0.090594,-1.8264,-0.11921,-3.7592,0.031998,0.9872,0.4352,1.6864
11094,1.58123683e-06,1.58123683e-06,-92.08999842,-92.08999842,0.72534,2.6215,0.090563,-1.8264,-0.11923,-3.7592,0.031999,0.9872,0.4352,1.6864
11486,9.394290146e-07,9.394290146e-07,-92.08999906,-92.08999906,0.7256,2.6215,0.09056,-1.8264,-0.11919,-3.7592,0.031998,0.9872,0.4352,1.6864
11648,6.262475551e-07,6.262475551e-07,-92.08999937,-92.08999937,0.72543,2.6215,0.090528,-1.8264,-0.1192,-3.7592,0.031998,0.9872,0.4352,1.6864
12130,3.149665702e-07,3.149665702e-07,-92.08999969,-92.08999969,0.72561,2.6215,0.090498,-1.8264,-0.1192,-3.7592,0.031999,0.9872,0.4352,1.6864
12300,2.383639668e-07,2.383639668e-07,-92.08999976,-92.08999976,0.72562,2.6215,0.090483,-1.8264,-0.1192,-3.7592,0.031999,0.9872,0.4352,1.6864
12536,1.563756058e-07,1.563756058e-07,-92.08999984,-92.08999984,0.72558,2.6215,0.09044,-1.8264,-0.11921,-3.7592,0.032,0.9872,0.4352,1.6864
12808,9.960540126e-08,9.960540126e-08,-92.0899999,-92.0899999,0.72572,2.6216,0.090455,-1.8264,-0.1192,-3.7592,0.032001,0.9872,0.4352,1.6864
12856,5.196442032e-08,5.196442032e-08,-92.08999995,-92.08999995,0.7256,2.6216,0.0904,-1.8264,-0.1192,-3.7592,0.031999,0.9872,0.4352,1.6864
12968,3.116379332e-08,3.116379332e-08,-92.08999997,-92.08999997,0.72552,2.6216,0.090425,-1.8264,-0.1192,-3.7592,0.032,0.9872,0.4352,1.6864
13287,2.368226149e-08,2.368226149e-08,-92.08999998,-92.08999998,0.7256,2.6216,0.090419,-1.8264,-0.1192,-3.7592,0.032,0.9872,0.4352,1.6864
13576,1.423519791e-08,1.423519791e-08,-92.08999999,-92.08999999,0.72556,2.6216,0.090405,-1.8264,-0.1192,-3.7592,0.032,0.9872,0.4352,1.6864
14083,9.390859645e-09,9.390859645e-09,-92.08999999,-92.08999999,0.72559,2.6216,0.090398,-1.8264,-0.1192,-3.7592,0.032,0.9872,0.4352,1.6864
1,45289592.33,45289592.33,45289504.44,45289504.44,-0.85627,2.2879,0.87655,-4.2781,4.2261,4.9669,-3.101,-2.9116,-4.4911,-3.5646
2,32210217.59,32210217.59,32210129.7,32210129.7,-4.8807,-3.0591,-4.4435,-0.15609,-4.7595,-3.7087,-2.1032,-2.7837,-1.4877,-2.4288
3,14192162.38,14192162.38,14192074.49,14192074.49,-1.3333,-4.5758,2.0896,4.2292,-0.88737,0.14087,1.9042,0.14884,4.6749,4.5835
11,5944905.368,5944905.368,5944817.478,5944817.478,-3.5282,-3.2238,4.4554,-4.7452,-0.51852,2.5097,-0.50663,-1.993,-1.8309,1.0918
14,2635475.162,2635475.162,2635387.272,2635387.272,1.7371,2.9976,-3.6261,-4.872,-2.5454,1.8467,-1.1117,2.7727,-3.6252,2.0626
57,1555297.347,1555297.347,1555209.457,1555209.457,-4.4187,1.8566,4.2923,-3.9751,0.19675,4.0717,-1.4884,2.2755,-3.3307,2.3184
171,718137.7335,718137.7335,718049.8435,718049.8435,-4.2658,2.86,6.1056,-4.3073,1.0093,-0.3308,-0.072365,0.91489,-3.1832,2.6354
177,571886.383,571886.383,571798.493,571798.493,-3.2722,6.0568,7.7302,-3.0883,-0.60656,1.3373,-1.3084,1.8581,-3.5164,2.8093
257,201055.1271,201055.1271,200967.2371,200967.2371,-3.481,6.9244,5.6577,-2.7171,-5.6212,1.201,-2.0676,2.2971,-2.7128,3.8425
285,116511.3836,116511.3836,116423.4936,116423.4936,0.61189,-0.12414,7.0655,-0.23129,-5.7987,1.7593,-2.8702,0.82808,-2.106,3.64
485,90837.42043,90837.42043,90749.53043,90749.53043,1.2707,-1.6397,2.7686,0.15008,-5.6349,0.14352,-2.8529,2.053,-2.0574,3.5628
489,53700.3349,53700.3349,53612.4449,53612.4449,-2.1695,-0.28634,4.6701,-5.8486,0.73922,1.7204,-2.7523,0.63858,-2.5425,3.498
695,35857.5739,35857.5739,35769.6839,35769.6839,-3.1901,3.3264,9.3642,-3.3651,1.5932,0.76836,-3.6584,1.7647,-2.7381,3.3752
698,24108.22827,24108.22827,24020.33827,24020.33827,-1.6804,2.9157,5.1697,-3.189,-3.3239,2.0371,-2.459,1.6918,-2.6379,3.464
771,14474.93284,14474.93284,14387.04284,14387.04284,-0.91481,2.6008,7.126,-2.7207,0.0042479,0.68543,-3.3181,1.5712,-2.429,3.4435
938,5922.494222,5922.494222,5834.604222,5834.604222,-1.3765,3.204,-1.5806,-0.49826,-3.8568,-1.3904,-2.6659,1.6583,-2.4626,3.4188
1098,3322.06437,3322.06437,3234.17437,3234.17437,-1.6455,-1.6895,-1.6306,-1.0911,-3.7532,-1.2216,-3.2575,1.4628,-2.4848,3.4114
1127,1357.265381,1357.265381,1269.375381,1269.375381,-4.0577,0.96496,1.2594,-1.7504,-3.068,-0.77918,-3.0635,1.4101,-2.537,3.3995
1641,940.8820543,940.8820543,852.9920543,852.9920543,-3.348,-1.1004,1.9859,-2.5979,-3.5153,-0.52972,-3.0516,1.4815,-2.5515,3.4054
1763,617.9277065,617.9277065,530.0377065,530.0377065,-4.1986,0.20869,0.35426,-2.5415,-3.3588,-0.63379,-3.0366,1.4469,-2.5485,3.4095
1926,374.9323744,374.9323744,287.0423744,287.0423744,-3.1943,1.1878,1.2501,-2.6067,-2.927,-0.63215,-2.982,1.44,-2.5609,3.4152
2054,243.2444515,243.2444515,155.3544515,155.3544515,-3.0253,0.92259,1.6595,-2.4448,-2.926,-0.63912,-2.956,1.4454,-2.5603,3.4187
2369,154.3147671,154.3147671,66.42476713,66.42476713,-3.3084,1.6764,0.76887,-2.1893,-3.1102,-0.52556,-2.9499,1.4493,-2.5523,3.4203
2645,98.87160933,98.87160933,10.98160933,10.98160933,-0.42203,4.225,1.2,-2.1071,-3.0236,-0.56075,-2.9359,1.4692,-2.5555,3.4207
3014,46.80911006,46.80911006,-41.08088994,-41.08088994,0.68595,3.9656,1.1955,-2.2314,-3.0537,-0.60877,-2.9768,1.4502,-2.5471,3.4247
3250,38.7717157,38.7717157,-49.1182843,-49.1182843,-1.5205,3.5239,1.0793,-2.2063,-3.0225,-0.59465,-2.951,1.4598,-2.5469,3.4246
3526,21.4254648,21.4254648,-66.4645352,-66.4645352,0.58178,3.7861,1.1667,-2.1619,-3.0087,-0.59952,-2.9594,1.4557,-2.5449,3.4262
3615,14.03601882,14.03601882,-73.85398118,-73.85398118,0.44375,3.876,1.2212,-2.136,-3.0164,-0.59086,-2.971,1.4558,-2.5445,3.428
3733,5.561863632,5.561863632,-82.32813637,-82.32813637,0.1564,4.0083,1.1377,-2.1519,-3.0753,-0.59571,-2.9648,1.4653,-2.5464,3.4282
3889,3.949056623,3.949056623,-83.94094338,-83.94094338,-0.74098,3.8014,1.2795,-2.1341,-3.0734,-0.60162,-2.9582,1.4674,-2.5457,3.4283
4255,1.872854715,1.872854715,-86.01714529,-86.01714529,-0.16334,3.6707,1.2994,-2.1751,-3.0817,-0.60406,-2.9542,1.4642,-2.5469,3.4289
4442,1.509306616,1.509306616,-86.38069338,-86.38069338,0.2543,3.8547,1.2937,-2.1649,-3.0566,-0.61405,-2.9572,1.4643,-2.5473,3.4292
4690,0.8259225662,0.8259225662,-87.06407743,-87.06407743,0.19243,3.7392,1.2767,-2.1485,-3.085,-0.6182,-2.9534,1.4635,-2.5468,3.4291
4730,0.5501814203,0.5501814203,-87.33981858,-87.33981858,0.09452,3.7246,1.1918,-2.1254,-3.0743,-0.61972,-2.9534,1.4634,-2.5463,3.4293
