0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
707,160.6766383,142.0720999,-301.4133617,-320.0179001,-1.5697,-0.48624,-0.2333,1.5092,-0.3806,1.1298,0.87897,0.35461,1.0191,-0.70869
794,198.6286443,116.0494664,-263.4613557,-346.0405336,-0.48125,0.64602,-0.63797,1.0172,-0.3636,2.6267,0.23011,1.6179,0.067981,1.0383
891,118.6527102,116.0494664,-343.4372898,-346.0405336,0.20265,2.3701,-0.22381,0.0078446,-0.36435,1.5035,1.5571,2.84,0.66729,0.69966
1000,133.3264304,116.0494664,-328.7635696,-346.0405336,0.41262,-0.39788,0.55692,-0.092975,-0.65268,1.3919,2.0279,2.538,0.56799,0.50194
1122,156.4899726,108.9423406,-305.6000274,-353.1476594,1.0187,1.3379,-0.075477,-0.8491,-0.66708,0.90117,1.8468,2.6355,0.98939,-0.14688
1258,266.9173379,108.9423406,-195.1726621,-353.1476594,0.46469,0.023781,0.12374,1.4008,1.5608,-2.7134,0.95905,5.0205,0.53555,1.1557
1412,165.8968569,97.63060679,-296.1931431,-364.4593932,0.33019,1.6471,0.46793,0.91426,-0.61543,1.9816,2.2523,2.8653,0.85088,0.62895
1584,134.0200669,97.63060679,-328.0699331,-364.4593932,0.41694,-1.0029,0.7812,1.4531,-1.2678,2.8023,1.6295,2.8506,0.74528,0.8216
1778,269.5384197,97.63060679,-192.5515803,-364.4593932,0.54513,1.8956,-0.61927,0.040377,0.90538,-1.4568,2.0277,5.0931,-1.1456,0.63064
1995,128.6360972,97.63060679,-333.4539028,-364.4593932,-0.25631,1.6282,-0.084266,0.6694,-0.035293,1.6994,2.1902,3.6044,0.93156,0.36376
2238,97.63060679,97.63060679,-364.4593932,-364.4593932,0.55923,1.2814,0.018417,0.78461,-0.2207,0.30722,2.0205,3.0647,0.96482,0.64719
2511,113.0955997,83.54971806,-348.9944003,-378.5402819,0.44997,0.52002,0.048956,0.25153,0.67293,-0.13961,1.631,2.5303,1.065,0.79796
2818,113.1279416,75.38935202,-348.9620584,-386.700648,0.62053,0.77476,1.1384,1.6226,0.33554,1.4615,1.5693,3.3814,1.0831,0.6626
3162,148.7009698,65.37772205,-313.3890302,-396.712278,0.85149,3.0389,2.0056,0.26715,0.56809,3.5752,2.4195,4.2539,1.6086,0.60612
3548,89.25866768,65.37772205,-372.8313323,-396.712278,1.3156,2.1527,0.9931,0.042669,1.4094,1.0792,1.6412,3.4333,0.94599,0.66285
3981,90.58684914,65.37772205,-371.5031509,-396.712278,1.4913,0.66303,1.7811,1.6616,1.7742,1.59,2.1837,3.4251,1.4161,0.51975
4466,72.01310747,50.4353159,-390.0768925,-411.6546841,2.4527,0.73775,1.5014,0.20404,2.2411,2.0218,1.3321,3.0869,1.4911,-0.61444
5011,147.2758365,50.4353159,-314.8141635,-411.6546841,-0.35807,4.5094,1.3299,0.38413,1.7315,1.9101,1.7655,2.6671,1.4565,0.92341
5623,78.47032027,50.4353159,-383.6196797,-411.6546841,1.4444,4.864,0.81652,0.81444,1.1331,3.0527,1.9628,2.7268,1.4447,0.67982
6309,60.836815,50.4353159,-401.253185,-411.6546841,1.3363,4.7545,1.6877,-0.023199,1.7478,2.678,2.0516,3.2726,1.5032,0.67462
7079,76.52777651,50.4353159,-385.5622235,-411.6546841,1.2182,3.2727,1.53,0.88641,2.1961,2.6378,1.9577,2.8164,1.4299,1.0079
7943,78.47032027,47.971115,-383.6196797,-414.118885,1.4444,4.864,0.81652,0.81444,1.1331,3.0527,1.9628,2.7268,1.4447,0.67982
8912,68.95278094,42.29543564,-393.1372191,-419.7945644,-0.29689,3.9616,1.4057,1.4703,1.6519,1.5741,2.0401,2.7455,1.4659,0.64797
10000,70.83923572,42.29543564,-391.2507643,-419.7945644,2.0975,2.2481,1.3406,0.61772,1.4882,2.2714,1.3218,2.495,1.3876,-0.2923
11220,82.87915901,39.12015053,-379.210841,-422.9698495,1.7534,1.3443,1.4556,-1.2099,1.5183,2.7774,1.5752,2.6366,1.4831,-0.077409
12589,51.92377657,35.06294437,-410.1662234,-427.0270556,0.86032,3.1601,1.3624,-0.031645,1.5781,2.7212,1.6864,2.6053,1.48,0.42521
14125,117.7298821,35.06294437,-344.3601179,-427.0270556,0.88157,3.5285,1.649,0.67659,1.6003,2.4152,1.9906,2.857,1.3927,0.30433
15848,122.3122384,35.06294437,-339.7777616,-427.0270556,2.8939,2.9735,1.6341,0.50749,1.7074,2.3284,1.5275,2.9374,1.4482,0.83004
17782,53.41557027,30.74041742,-408.6744297,-431.3495826,2.5347,2.2643,1.507,0.80076,1.9642,3.2533,2.0299,2.9112,1.4493,0.056778
19952,40.72453008,29.78570973,-421.3654699,-432.3042903,0.26169,3.3043,0.75339,0.73607,1.8112,3.9322,2.5398,3.0636,1.447,0.33436
20040,32.9586059,29.78570973,-429.1313941,-432.3042903,1.4052,2.3705,1.3944,0.68815,1.667,2.1925,2.0012,3.0236,1.3955,0.27398
1,7570.120047,7570.120047,7647.780047,7647.780047,4.2178,3.4647,-3.7572,0.97659,-4.4017,0.60649,-0.03112,1.4832,3.1889,-0.064285
2,7262.073275,7262.073275,7339.733275,7339.733275,0.15834,-3.9059,-3.4003,4.487,1.6573,4.3757,-1.2827,1.1002,3.2208,-0.60948
3,2459.539787,2459.539787,2537.199787,2537.199787,-1.2868,-2.1769,3.145,4.4955,4.3838,-4.8326,-3.0594,1.405,-2.6452,4.3162
4,696.2338878,696.2338878,773.8938878,773.8938878,2.4956,-0.1129,1.5322,1.173,-1.936,-1.428,-4.4395,0.45921,0.70147,0.039518
5,936.9538742,696.2338878,1014.613874,773.8938878,4.386,4.6273,1.4684,-0.13309,-3.0758,2.8352,-2.1251,-4.3673,-1.2904,-0.83997
6,1206.067072,696.2338878,1283.727072,773.8938878,2.3692,-1.4492,-0.87284,1.6353,-1.0353,-0.086145,1.8817,-0.32277,-4.4265,-2.8267
7,4233.05912,696.2338878,4310.71912,773.8938878,-1.2728,-3.0825,-2.2693,1.0092,4.3558,-1.7861,2.9013,-0.34527,0.77459,-3.1429
8,10573.01707,696.2338878,10650.67707,773.8938878,-2.0352,-1.9101,-3.6879,-1.8034,2.3113,-0.61673,0.37833,2.6407,3.8509,-0.45063
10,9305.818367,696.2338878,9383.478367,773.8938878,-2.7456,4.2487,1.2587,0.74175,-4.4607,-1.6836,3.0544,1.0789,2.8348,-2.1153
11,1890.655218,696.2338878,1968.315218,773.8938878,0.43387,-2.4473,1.0582,-3.5001,-1.875,0.1673,2.0325,-1.988,-3.6946,3.4008
12,3236.075321,696.2338878,3313.735321,773.8938878,4.0449,1.2032,4.9655,4.6815,-2.89,1.5116,0.4928,0.35468,0.30477,3.5081
14,851.2975343,696.2338878,928.9575343,773.8938878,-1.033,4.3807,2.7125,-3.9892,-3.41,-3.5529,-1.8057,1.4808,-2.9227,-4.3173
15,1960.739324,696.2338878,2038.399324,773.8938878,-1.6127,-2.7279,4.3691,-2.9054,0.39195,-4.0671,-2.1204,3.8187,0.049039,-1.3906
17,15790.5986,696.2338878,15868.2586,773.8938878,1.8441,-3.9435,1.1471,-4.6842,4.7047,2.8352,3.9817,-3.4041,3.6324,-3.3156
19,3136.928454,696.2338878,3214.588454,773.8938878,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
22,7262.073275,696.2338878,7339.733275,773.8938878,0.15834,-3.9059,-3.4003,4.487,1.6573,4.3757,-1.2827,1.1002,3.2208,-0.60948
25,936.9538742,696.2338878,1014.613874,773.8938878,4.386,4.6273,1.4684,-0.13309,-3.0758,2.8352,-2.1251,-4.3673,-1.2904,-0.83997
28,10573.01707,696.2338878,10650.67707,773.8938878,-2.0352,-1.9101,-3.6879,-1.8034,2.3113,-0.61673,0.37833,2.6407,3.8509,-0.45063
31,1890.655218,696.2338878,1968.315218,773.8938878,0.43387,-2.4473,1.0582,-3.5001,-1.875,0.1673,2.0325,-1.988,-3.6946,3.4008
35,1960.739324,696.2338878,2038.399324,773.8938878,-1.6127,-2.7279,4.3691,-2.9054,0.39195,-4.0671,-2.1204,3.8187,0.049039,-1.3906
39,3136.928454,696.2338878,3214.588454,773.8938878,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
44,1376.45793,696.2338878,1454.11793,773.8938878,3.8447,-1.9184,2.9677,0.77307,0.10574,-0.53941,-3.5563,-0.20587,0.94313,0.46055
50,1951.999078,696.2338878,2029.659078,773.8938878,-0.26669,2.0838,2.1158,2.959,-1.8306,-2.4367,2.3138,1.1271,0.70444,0.94571
56,2679.914329,318.6377331,2757.574329,396.2977331,4.3766,-4.0704,-2.5499,-0.73217,2.5822,-4.4362,1.3855,-5.2282,1.6674,-1.6475
63,2459.539787,318.6377331,2537.199787,396.2977331,-1.2868,-2.1769,3.145,4.4955,4.3838,-4.8326,-3.0594,1.405,-2.6452,4.3162
70,1951.999078,318.6377331,2029.659078,396.2977331,-0.26669,2.0838,2.1158,2.959,-1.8306,-2.4367,2.3138,1.1271,0.70444,0.94571
79,3136.928454,318.6377331,3214.588454,396.2977331,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
89,2153.8698,318.6377331,2231.5298,396.2977331,0.56574,-1.708,-0.050422,2.4437,-8.5139,-4.2933,-3.5174,-3.7001,-1.5716,0.91745
100,2103.84286,318.6377331,2181.50286,396.2977331,0.051492,-3.1757,4.4675,-1.0003,-2.3014,-1.7079,-0.36966,-2.4536,-0.68141,1.0206
112,1540.321081,318.6377331,1617.981081,396.2977331,1.8729,0.69357,3.6066,2.5536,0.92082,-2.0024,-0.63032,1.5229,0.20083,2.3482
125,662.4250876,318.6377331,740.0850876,396.2977331,0.2047,-0.28441,-0.40011,2.255,-0.016109,-0.17319,-4.446,-3.7736,-2.6889,1.2758
141,7570.120047,239.0371107,7647.780047,316.6971107,4.2178,3.4647,-3.7572,0.97659,-4.4017,0.60649,-0.03112,1.4832,3.1889,-0.064285
158,239.0371107,239.0371107,316.6971107,316.6971107,0.64785,-0.1366,0.13705,-4.4997,1.8977,-1.6584,0.08188,1.8706,-1.4944,-3.3637
177,1278.673977,239.0371107,1356.333977,316.6971107,0.64452,-2.1498,2.6168,-5.7582,-1.3924,-2.1891,1.5758,-0.11255,-0.080664,-0.61978
199,3136.928454,239.0371107,3214.588454,316.6971107,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
223,1029.115119,239.0371107,1106.775119,316.6971107,0.8447,-1.2623,2.3285,4.4455,1.8964,-0.43005,-1.3239,0.25865,-1.3277,4.2662
251,339.747431,239.0371107,417.407431,316.6971107,0.52718,-3.1015,0.86841,-5.5646,0.79917,-1.4687,0.17094,0.086889,0.059214,-1.9814
281,1411.121131,192.7274453,1488.781131,270.3874453,1.0965,4.5067,-1.6721,-7.8388,-1.0209,-2.0193,0.45185,2.4198,-3.0695,-4.7901
316,662.6137643,162.5008924,740.2737643,240.1608924,1.1353,-3.7664,2.6777,1.3805,1.3804,-2.1165,-1.3001,-5.0177,-1.0746,-2.8099
354,162.5008924,162.5008924,240.1608924,240.1608924,2.3111,2.0167,1.3695,1.2498,1.6142,-1.953,-1.3233,-1.0927,-0.39334,-3.0354
398,239.0371107,142.3431496,316.6971107,220.0031496,0.64785,-0.1366,0.13705,-4.4997,1.8977,-1.6584,0.08188,1.8706,-1.4944,-3.3637
446,960.6961099,142.3431496,1038.35611,220.0031496,2.3102,0.34898,2.5689,0.47435,3.6651,-2.0725,-0.72054,-0.97216,-1.7301,-4.0036
501,644.0485122,142.3431496,721.7085122,220.0031496,2.7247,4.3183,-6.017,-5.423,-4.7694,-2.4325,-0.10946,0.51243,-0.60822,-4.1633
562,322.8031048,142.3431496,400.4631048,220.0031496,1.5251,-1.2842,-2.3964,0.26638,0.58361,-1.2366,-0.23211,-2.4319,-0.79951,-0.31856
630,158.6026176,142.3431496,236.2626176,220.0031496,0.73336,-3.5062,-0.87475,-0.8379,2.0773,-1.5825,-0.79148,-1.0529,-1.1435,-4.628
707,147.4535443,142.3431496,225.1135443,220.0031496,0.55441,-1.7986,-0.82342,0.45638,1.4212,-1.0724,-1.0267,-2.0201,-1.2328,-3.8237
794,162.5008924,120.8228919,240.1608924,198.4828919,2.3111,2.0167,1.3695,1.2498,1.6142,-1.953,-1.3233,-1.0927,-0.39334,-3.0354
891,231.8409927,112.2327561,309.5009927,189.8927561,1.1118,-0.32016,0.29972,0.24318,2.3497,-3.0358,-1.1945,-0.88754,-0.74281,-4.9313
1000,129.1415236,89.45364384,206.8015236,167.1136438,0.81852,-0.55501,0.075899,1.3722,1.373,-1.0863,-1.1981,-0.4251,-0.85541,-4.3058
1122,168.0137944,89.45364384,245.6737944,167.1136438,1.0456,-2.3817,0.34426,-0.088507,2.0019,-1.5542,-0.86892,-0.85567,-0.96705,-3.0816
1258,145.6943203,89.45364384,223.3543203,167.1136438,1.3801,-0.51345,0.31319,3.5787,1.8211,-2.7447,-0.15275,1.8487,-0.75601,-3.4274
1412,187.2897415,87.81051801,264.9497415,165.470518,1.1901,-1.0384,0.20026,0.42901,2.645,-1.3166,-1.5619,-0.55521,-0.73846,-4.2333
1584,82.2999935,79.14471893,159.9599935,156.8047189,0.89644,-2.6486,0.5736,4.0934,1.2178,-0.49197,0.0060047,-0.81254,-0.55089,-3.8983
1778,199.7722144,66.72728528,277.4322144,144.3872853,-0.71182,-0.49726,0.35531,1.7196,2.7524,-0.87365,-0.65819,0.94601,-2.7384,-4.265
1995,66.72728528,66.72728528,144.3872853,144.3872853,-1.4153,-1.9032,0.54977,4.6446,1.3516,-0.53416,-0.69708,-0.74213,-0.56043,-4.142
2238,107.3186472,66.72728528,184.9786472,144.3872853,-0.55023,-1.1196,0.53125,3.0384,1.6307,-1.0128,-0.77387,-1.0824,-0.62797,-4.4981
2511,108.9039183,66.72728528,186.5639183,144.3872853,-1.3072,-1.989,1.3125,3.8519,2.0585,-0.4247,-0.35937,-0.24487,-0.58826,-4.1334
2818,91.85234456,66.72728528,169.5123446,144.3872853,0.41372,-0.40316,0.38022,3.2603,0.83976,-0.56811,-1.0401,-0.77197,-0.61483,-3.997
3162,128.4604345,66.72728528,206.1204345,144.3872853,0.61798,-1.4356,-0.1602,3.3802,1.2796,-0.71532,-0.92993,-0.94941,-0.53792,-4.0892
3548,70.9941126,66.72728528,148.6541126,144.3872853,-0.67031,-1.3521,0.55586,4.7873,1.7892,-0.59096,0.20604,0.19926,-0.55421,-4.1099
3981,86.54339185,66.72728528,164.2033918,144.3872853,0.39009,-0.98784,0.58783,2.8749,0.15908,-0.55031,-0.42312,-0.32702,-0.91792,-4.5478
4466,79.15448495,43.27824185,156.8144849,120.9382418,-1.6287,-1.7327,0.73011,4.659,1.6335,-0.52699,-0.39734,-0.34528,-0.5513,-4.5029
5011,130.1069899,43.27824185,207.7669899,120.9382418,0.58202,-1.9474,0.44864,4.3678,2.3455,-0.90299,0.86853,-1.3681,-0.67316,-3.8578
5623,63.79196928,43.27824185,141.4519693,120.9382418,1.4622,-1.8047,0.47747,4.2823,1.6496,-0.60516,0.22051,-0.7707,-0.11327,-3.8101
6309,67.41422212,37.95840777,145.0742221,115.6184078,1.5107,-1.6451,0.49121,4.6813,2.265,-0.061487,-0.1562,-0.34007,-0.59771,-3.8658
7079,62.79579802,37.95840777,140.455798,115.6184078,0.66548,-1.0145,0.34949,3.4013,1.2935,-0.56762,-0.3249,-0.34696,-0.43732,-3.8247
7943,61.05720895,23.57125571,138.7172089,101.2312557,1.3948,-2.3967,0.4485,2.8552,1.8399,-0.097704,0.11338,0.014099,-0.47378,-3.5625
8912,42.23901102,23.57125571,119.899011,101.2312557,1.4425,-1.0372,0.46744,3.3012,1.4509,-1.0129,0.53955,-0.28578,-0.65993,-3.8487
10000,31.24202265,23.57125571,108.9020227,101.2312557,1.3875,-0.26504,0.4359,3.2458,1.8667,-0.53455,0.13231,-0.22626,-0.61004,-3.5919
11220,48.82962238,23.57125571,126.4896224,101.2312557,1.3174,-0.70877,0.44827,3.2882,2.0244,-0.55991,0.03482,0.020043,-0.59982,-3.7785
12589,28.23857685,19.27090587,105.8985769,96.93090587,0.43284,-0.92365,0.42592,4.0924,2.3516,-0.57978,0.1843,-0.32977,-0.59352,-3.5258
14125,57.06820458,19.27090587,134.7282046,96.93090587,1.4182,0.70826,0.43051,5.0492,1.8754,-0.62453,0.09146,0.08237,-0.61336,-3.5195
15848,73.03375876,15.40931122,150.6937588,93.06931122,2.3896,-0.13996,0.42546,2.5848,2.2107,-0.28488,0.02742,0.22404,-0.6353,-3.5485
17782,15.40931122,15.40931122,93.06931122,93.06931122,1.4333,-0.77582,0.4282,3.2941,2.3888,-0.52072,0.15044,0.07995,-0.62175,-3.5462
19952,27.16645118,13.25406775,104.8264512,90.91406775,1.4663,-0.9268,0.45682,3.3187,1.988,-0.56549,0.5278,-0.31074,-0.65049,-3.5336
20040,19.27090587,13.25406775,96.93090587,90.91406775,1.4,0.019503,0.43478,3.2852,1.9162,-0.56529,0.11739,0.073503,-0.62037,-3.5245
1,640.6405198,640.6405198,756.3205198,756.3205198,2.8263,1.5084,-4.3829,4.6193,3.6791,0.75109,-0.97531,-3.5609,0.077038,-3.0753
2,2943.707236,640.6405198,3059.387236,756.3205198,0.94345,-1.7755,3.9718,1.6797,-2.2746,-4.3613,1.1322,4.0061,4.7568,-0.82877
3,3188.203278,640.6405198,3303.883278,756.3205198,1.1457,4.091,3.6482,-4.3707,3.2996,4.2631,-1.8287,-0.10644,-1.5048,4.9622
4,1799.879502,640.6405198,1915.559502,756.3205198,-3.567,1.7722,2.748,-0.68549,-0.59634,0.94073,3.4081,-4.2802,0.56178,-4.2186
5,1286.79288,640.6405198,1402.47288,756.3205198,-1.0969,3.1044,-2.4678,4.2174,-0.42883,-2.752,4.7804,-1.4306,-0.20158,0.033147
6,809.1921925,640.6405198,924.8721925,756.3205198,1.3697,4.7515,1.0056,-3.166,-3.1796,0.42873,-2.34,-2.2022,1.531,-3.7804
7,383.2093961,383.2093961,498.8893961,498.8893961,-3.8052,2.1064,-2.5123,3.5035,3.5597,1.4882,-0.48946,4.7071,1.711,-2.9165
8,853.3201397,383.2093961,969.0001397,498.8893961,-0.84354,-0.7451,-3.9547,-2.9914,4.0679,3.6785,1.6958,-3.7621,1.4607,1.4697
10,876.3320403,383.2093961,992.0120403,498.8893961,2.4076,0.078377,-4.0145,-1.713,1.0576,-2.5335,-2.2854,2.1242,-2.9268,2.8209
11,590.2325167,383.2093961,705.9125167,498.8893961,0.81716,3.6255,-4.044,-2.3365,-0.024279,-3.4805,-0.61379,1.4868,-2.0859,-2.1822
12,2695.823844,383.2093961,2811.503844,498.8893961,4.5304,3.3073,2.7007,-0.84271,-4.1396,-1.955,-0.76073,-4.6048,-2.5332,-3.1009
14,244.0707289,244.0707289,359.7507289,359.7507289,-1.0027,-1.8211,-2.7056,-1.5681,1.6329,-2.7963,3.7495,0.50764,3.3421,-3.3037
15,1359.018568,244.0707289,1474.698568,359.7507289,-2.6701,-4.9548,-1.1923,-4.7606,4.9261,0.94995,3.4423,-2.84,-2.297,0.49785
17,519.2853537,244.0707289,634.9653537,359.7507289,-0.94751,-0.69668,-2.9319,-1.7685,-2.9449,-0.89306,1.4308,-2.3497,1.0406,-0.76498
19,862.3141903,244.0707289,977.9941903,359.7507289,-3.4316,0.91694,0.69094,-0.8389,4.6557,4.0026,0.13274,0.83453,1.6603,-0.84645
22,2943.707236,244.0707289,3059.387236,359.7507289,0.94345,-1.7755,3.9718,1.6797,-2.2746,-4.3613,1.1322,4.0061,4.7568,-0.82877
25,1286.79288,244.0707289,1402.47288,359.7507289,-1.0969,3.1044,-2.4678,4.2174,-0.42883,-2.752,4.7804,-1.4306,-0.20158,0.033147
28,853.3201397,244.0707289,969.0001397,359.7507289,-0.84354,-0.7451,-3.9547,-2.9914,4.0679,3.6785,1.6958,-3.7621,1.4607,1.4697
31,590.2325167,244.0707289,705.9125167,359.7507289,0.81716,3.6255,-4.044,-2.3365,-0.024279,-3.4805,-0.61379,1.4868,-2.0859,-2.1822
35,1359.018568,244.0707289,1474.698568,359.7507289,-2.6701,-4.9548,-1.1923,-4.7606,4.9261,0.94995,3.4423,-2.84,-2.297,0.49785
