0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
17,80.20318068,80.20318068,474.6831807,474.6831807,-3.0962,0.80064,-4.2009,0.64466,-4.9583,-1.4943,2.0915,-4.2132,-2.8495,-4.4799
19,207.2091382,80.20318068,601.6891382,474.6831807,-2.5424,1.9748,2.495,-4.0821,-0.93228,-3.4801,-3.0815,-3.1755,4.13,-3.1444
22,224.6468766,80.20318068,619.1268766,474.6831807,3.7293,-2.0695,-3.9355,-4.2787,3.4631,-0.88687,-1.5482,1.9142,0.92275,3.5742
25,86.18605243,80.20318068,480.6660524,474.6831807,-3.0217,2.3435,-0.23567,-0.26099,2.0997,-3.4635,4.3418,3.0106,-0.39545,-0.26922
28,89.68695746,80.20318068,484.1669575,474.6831807,-3.3572,-2.6589,-4.5018,-2.7024,1.2261,-2.4051,2.0909,-0.84045,-3.5396,2.2522
31,136.0007706,80.20318068,530.4807706,474.6831807,-0.58389,0.11221,-0.93033,4.5237,1.4726,0.85544,-1.2822,0.073483,4.0706,3.0118
35,204.4561401,80.20318068,598.9361401,474.6831807,3.1573,-0.49936,-3.2869,4.8581,-4.1633,-4.7203,-2.3472,1.0158,4.1037,3.8964
39,207.2091382,80.20318068,601.6891382,474.6831807,-2.5424,1.9748,2.495,-4.0821,-0.93228,-3.4801,-3.0815,-3.1755,4.13,-3.1444
44,267.0046503,80.20318068,661.4846503,474.6831807,3.6796,2.8034,0.34393,-3.5069,-4.5121,3.5751,6.4337,-5.1961,-0.79414,-1.7062
50,114.467105,66.95085786,508.947105,461.4308579,-3.2443,3.7999,2.2045,2.0401,-2.3107,-4.0507,0.59237,1.9693,0.99552,-4.0366
56,179.4825673,66.95085786,573.9625673,461.4308579,-1.5103,0.45764,2.0163,2.5949,0.79039,5.6121,0.053104,4.3557,-3.3974,-0.26173
63,195.8777262,66.95085786,590.3577262,461.4308579,4.5205,-1.4379,-3.0891,-2.0306,2.2291,-1.8408,-4.1519,-0.48252,4.1545,-4.7552
70,114.467105,66.95085786,508.947105,461.4308579,-3.2443,3.7999,2.2045,2.0401,-2.3107,-4.0507,0.59237,1.9693,0.99552,-4.0366
79,153.7270757,66.95085786,548.2070757,461.4308579,-1.3768,0.8166,1.9352,-1.7593,-0.98228,-2.6023,1.2315,-3.3206,6.2821,-4.961
89,106.7920502,66.95085786,501.2720502,461.4308579,-2.0773,-3.0597,-2.5405,0.6115,-1.3232,-5.4735,-2.6453,-0.31176,1.0734,2.4813
100,153.4528092,45.91096589,547.9328092,440.3909659,1.1528,-2.1473,-0.49949,0.47948,2.2213,6.1178,1.9628,0.40745,-3.0055,-0.026268
112,74.58711046,45.91096589,469.0671105,440.3909659,-0.9335,0.0036383,-1.9828,-0.55714,0.77345,-4.4222,3.6534,0.60505,0.32169,1.6443
125,147.1734942,45.91096589,541.6534942,440.3909659,-2.2898,2.124,-0.37881,-0.18951,0.98566,-7.7693,0.54773,3.9748,-0.34545,2.4017
141,91.9560896,34.55113397,486.4360896,429.031134,-1.3261,-2.865,2.1592,2.6502,2.2482,3.0912,1.8121,-0.43416,-3.252,-2.3095
158,55.22945828,34.55113397,449.7094583,429.031134,-3.2225,-0.43627,-2.998,4.8078,-1.5944,-0.22965,1.9264,-6.0594,-2.2968,-3.7668
177,44.38614347,34.55113397,438.8661435,429.031134,-3.7386,-1.9658,-3.5097,-0.23095,-1.85,-3.3277,1.4238,-1.7118,1.1063,-6.8198
199,45.91096589,34.55113397,440.3909659,429.031134,-3.2704,-1.2303,-1.7599,-1.0436,0.51614,-4.4194,3.703,0.27363,2.195,-4.911
223,143.1652119,26.09061987,537.6452119,420.5706199,-1.5854,-1.4994,-0.57011,-2.2606,3.2115,-4.0207,-4.0519,-0.6506,4.0545,-3.9726
251,83.78417903,26.09061987,478.264179,420.5706199,-1.2082,-0.77382,-1.5418,4.4237,1.2666,-3.5884,-1.1822,-0.10141,-1.346,2.9118
281,63.4194599,20.45264814,457.8994599,414.9326481,-1.7472,-2.822,-3.4896,-1.0939,0.27253,-4.4713,7.2775,-0.87131,2.4889,-5.9186
316,92.91541397,20.45264814,487.395414,414.9326481,-2.2176,-1.7513,-0.9529,2.1435,0.68409,5.5121,4.4381,-0.39375,-0.5141,-1.3839
354,23.42141073,18.80434902,417.9014107,413.284349,-2.6863,-1.935,-3.0446,-0.070169,0.34251,-3.5294,4.9568,-0.47127,-1.9291,-4.5118
398,21.20893295,14.41344381,415.688933,408.8934438,-1.6398,-1.7181,-3.9571,2.8209,0.38395,-1.4616,5.0924,-1.4559,-2.2975,-1.3321
446,48.18545197,12.94474162,442.665452,407.4247416,-1.3812,-1.4977,-2.2617,-1.3741,-0.10808,-2.9954,4.094,2.0345,-1.593,-4.6571
501,13.40280301,12.62732375,407.882803,407.1073238,-2.0624,-1.9663,-2.5255,4.4858,1.5045,-5.0795,3.3313,-1.3788,0.057505,-4.4851
562,31.61439492,12.62732375,426.0943949,407.1073238,-2.3536,-1.5906,-2.116,1.3611,1.6262,-4.5032,2.2986,1.6306,-3.2575,-5.5091
630,14.44805086,5.961986549,408.9280509,400.4419865,-2.7231,-1.9657,-2.1376,1.6557,0.33025,-2.6178,1.8732,-0.26539,-1.7919,-4.5143
707,23.45657881,5.961986549,417.9365788,400.4419865,-2.1783,-1.5766,-2.7684,4.3495,3.7598,-4.8988,3.6342,0.9913,-1.4256,-2.2344
794,6.523653991,2.55150988,401.003654,397.0315099,-2.8691,-3.9237,-3.913,3.2025,1.6183,-4.4357,3.5905,-0.45591,-1.7767,-4.0932
891,11.17716452,2.55150988,405.6571645,397.0315099,-3.0474,-3.5183,-3.3121,3.1591,0.70142,-3.9434,2.6605,-3.2203,-0.39457,-4.3975
1000,5.623372332,2.55150988,400.1033723,397.0315099,-3.7763,-2.9871,-3.3029,2.5084,0.70785,-3.8235,3.2458,-1.4148,-0.45271,-5.0168
1122,11.84961351,1.600242337,406.3296135,396.0802423,-3.5049,-2.8722,-3.2118,3.7733,1.2036,-3.26,0.54044,-0.69346,0.60317,-4.3928
1258,0.9889488211,0.7338444511,395.4689488,395.2138445,-3.8041,-3.1224,-3.2127,3.9783,0.79578,-2.9357,2.8551,-0.14841,-0.77632,-3.8074
1412,2.051911505,0.4119847621,396.5319115,394.8919848,-2.9635,-3.232,-3.1782,3.5884,0.72012,-2.8564,3.3759,-0.58697,-1.6048,-3.8855
1584,1.324793106,0.4119847621,395.8047931,394.8919848,-3.6576,-3.005,-3.1335,3.7185,0.90996,-3.6399,3.0378,-0.50137,-0.65565,-3.6973
1778,4.645653618,0.2572201993,399.1256536,394.7372202,-4.0977,-3.0409,-1.8055,4.0655,0.87024,-2.9049,3.2707,-0.43773,-0.59378,-4.391
1995,0.3043325092,0.1302343725,394.7843325,394.6102344,-3.931,-3.0151,-3.3678,3.8609,0.95704,-2.9422,3.4902,-0.56809,-0.684,-3.9435
2238,0.06569060335,0.03674534532,394.5456906,394.5167453,-3.8791,-2.9442,-4.0049,3.876,0.86943,-2.9273,3.4683,-0.6013,-0.7474,-3.7688
2511,0.07407262583,0.02857664858,394.5540726,394.5085766,-3.9047,-2.9309,-3.8647,3.9551,0.87934,-2.8701,3.3814,-0.59233,-0.78699,-3.9616
2818,2.228469173,0.005872275884,396.7084692,394.4858723,-3.8468,-2.84,-3.8617,3.9085,0.86078,-2.8794,3.3931,-0.62837,0.60482,-3.797
3162,0.005552248419,0.001651924985,394.4855522,394.4816519,-3.8823,-2.8975,-3.7922,3.9307,0.87446,-2.9049,3.4738,-0.61061,-0.87169,-3.6786
3548,0.003467140611,0.001076389194,394.4834671,394.4810764,-3.8658,-2.8693,-3.8177,3.9339,0.86782,-2.9051,3.45,-0.60985,-0.87038,-3.7111
3981,0.001755387743,0.0004848489438,394.4817554,394.4804848,-3.8905,-2.8694,-3.8133,3.9065,0.86894,-2.8837,3.4564,-0.58509,-0.8693,-3.7273
4466,0.0003300031273,0.0002225017872,394.48033,394.4802225,-3.902,-2.8859,-3.7981,3.896,0.8582,-2.9144,3.4489,-0.60579,-0.87986,-3.7292
5011,0.000147023086,0.0001228520737,394.480147,394.4801229,-3.8994,-2.8866,-3.8011,3.9057,0.85471,-2.9119,3.4512,-0.60293,-0.88103,-3.7326
5623,5.314382713e-05,2.826306962e-05,394.4800531,394.4800283,-3.8987,-2.8936,-3.8022,3.9066,0.85704,-2.9067,3.4475,-0.59968,-0.87847,-3.732
6309,1.644179372e-05,6.305734587e-06,394.4800164,394.4800063,-3.8987,-2.8921,-3.8016,3.905,0.86061,-2.9035,3.447,-0.60178,-0.88252,-3.7359
7079,2.44113005e-06,1.262606361e-06,394.4800024,394.4800013,-3.8986,-2.89,-3.8023,3.9064,0.85891,-2.9052,3.4451,-0.60061,-0.88143,-3.7351
7943,3.705529821e-07,1.153384801e-07,394.4800004,394.4800001,-3.8987,-2.8902,-3.8024,3.9053,0.85933,-2.9047,3.4447,-0.59988,-0.88215,-3.7353
8912,1.409574679e-07,1.820183115e-08,394.4800001,394.48,-3.8985,-2.8904,-3.8024,3.9057,0.85924,-2.9049,3.4445,-0.60007,-0.88237,-3.7352
9378,8.503491244e-09,8.503491244e-09,394.48,394.48,-3.8985,-2.8904,-3.8024,3.9056,0.85917,-2.9048,3.4448,-0.59998,-0.8824,-3.7352
9400,2.15358682e-08,8.503491244e-09,394.48,394.48,-3.8985,-2.8904,-3.8024,3.9056,0.85917,-2.9048,3.4448,-0.59998,-0.8824,-3.7352
1,163.5310029,163.5310029,-83.57899712,-83.57899712,-3.0039,1.262,2.2092,3.5327,3.1516,4.7969,-1.0798,-2.6985,-3.0939,-2.3595
2,184.3105636,163.5310029,-62.79943638,-83.57899712,3.7293,-2.0695,-3.9355,-4.2787,3.4631,-0.88687,-1.5482,1.9142,0.92275,3.5742
3,267.4905355,163.5310029,20.38053548,-83.57899712,4.5205,-1.4379,-3.0891,-2.0306,2.2291,-1.8408,-4.1519,-0.48252,4.1545,-4.7552
4,90.02716094,90.02716094,-157.0828391,-157.0828391,3.7296,3.0769,-0.26689,-2.1577,-4.5621,-0.26984,4.7875,-1.601,-0.84414,0.51542
5,136.4973765,90.02716094,-110.6126235,-157.0828391,-3.0217,2.3435,-0.23567,-0.26099,2.0997,-3.4635,4.3418,3.0106,-0.39545,-0.26922
6,122.9050013,90.02716094,-124.2049987,-157.0828391,-2.7307,0.00087996,2.7532,-1.2448,-0.23168,-1.7059,2.9452,4.573,-2.5015,1.6284
7,162.1849022,90.02716094,-84.92509777,-157.0828391,4.2958,0.42744,2.7784,-2.2874,-0.70911,2.4254,1.9043,3.617,-4.1738,1.5666
8,87.97771991,87.97771991,-159.1322801,-159.1322801,-3.3572,-2.6589,-4.5018,-2.7024,1.2261,-2.4051,2.0909,-0.84045,-3.5396,2.2522
10,141.1050901,87.97771991,-106.0049099,-159.1322801,0.75498,4.5278,1.4168,2.7152,-4.4405,-1.3716,4.6451,1.0948,1.8683,-0.32078
11,154.2960275,87.97771991,-92.81397254,-159.1322801,-0.58389,0.11221,-0.93033,4.5237,1.4726,0.85544,-1.2822,0.073483,4.0706,3.0118
12,121.7276766,87.97771991,-125.3823234,-159.1322801,2.7562,-0.49486,2.5801,-0.84962,-2.4279,-0.38282,2.0335,-1.291,4.373,-2.0473
14,128.8201853,87.97771991,-118.2898147,-159.1322801,-0.92718,2.5575,3.4353,-2.7905,-0.50084,-1.3461,-1.0298,0.32882,-0.12626,-3.5763
15,253.2566454,87.97771991,6.146645393,-159.1322801,3.1573,-0.49936,-3.2869,4.8581,-4.1633,-4.7203,-2.3472,1.0158,4.1037,3.8964
17,112.3527546,87.97771991,-134.7572454,-159.1322801,-3.0962,0.80064,-4.2009,0.64466,-4.9583,-1.4943,2.0915,-4.2132,-2.8495,-4.4799
19,146.8320723,87.97771991,-100.2779277,-159.1322801,-2.5424,1.9748,2.495,-4.0821,-0.93228,-3.4801,-3.0815,-3.1755,4.13,-3.1444
22,184.3105636,87.97771991,-62.79943638,-159.1322801,3.7293,-2.0695,-3.9355,-4.2787,3.4631,-0.88687,-1.5482,1.9142,0.92275,3.5742
25,136.4973765,87.97771991,-110.6126235,-159.1322801,-3.0217,2.3435,-0.23567,-0.26099,2.0997,-3.4635,4.3418,3.0106,-0.39545,-0.26922
28,87.97771991,87.97771991,-159.1322801,-159.1322801,-3.3572,-2.6589,-4.5018,-2.7024,1.2261,-2.4051,2.0909,-0.84045,-3.5396,2.2522
31,154.2960275,87.97771991,-92.81397254,-159.1322801,-0.58389,0.11221,-0.93033,4.5237,1.4726,0.85544,-1.2822,0.073483,4.0706,3.0118
35,253.2566454,87.97771991,6.146645393,-159.1322801,3.1573,-0.49936,-3.2869,4.8581,-4.1633,-4.7203,-2.3472,1.0158,4.1037,3.8964
39,146.8320723,87.97771991,-100.2779277,-159.1322801,-2.5424,1.9748,2.495,-4.0821,-0.93228,-3.4801,-3.0815,-3.1755,4.13,-3.1444
44,77.54133318,77.54133318,-169.5686668,-169.5686668,2.3866,3.3941,-1.0547,-3.6013,-4.1121,-1.0783,6.4337,-4.2487,-0.79414,0.48758
50,140.2888145,77.54133318,-106.8211855,-169.5686668,-2.2708,2.6174,-0.80467,3.0069,-2.5556,-2.5385,4.5951,1.9693,-0.40545,-2.3487
56,182.860154,77.54133318,-64.24984604,-169.5686668,-1.5551,-2.7582,1.2813,2.5949,0.19671,5.668,-1.1205,3.0714,-5.7125,0.80494
63,211.7635892,77.54133318,-35.34641079,-169.5686668,2.1703,-1.2983,0.23068,-2.3364,0.70923,-0.18528,-4.1019,-1.1743,6.9482,-3.5048
70,140.2888145,77.54133318,-106.8211855,-169.5686668,-2.2708,2.6174,-0.80467,3.0069,-2.5556,-2.5385,4.5951,1.9693,-0.40545,-2.3487
79,134.5304111,77.54133318,-112.5795889,-169.5686668,-1.3768,0.53333,1.8355,-1.7593,-0.79971,-2.8296,1.2311,-1.4983,6.2821,-3.2194
89,73.28785935,53.2950967,-173.8221406,-193.8149033,0.30845,1.1314,-1.3851,-1.2905,-2.14,0.54397,-2.6453,-1.0064,1.4255,2.4426
