0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
14125,87.14323561,24.4174355,-374.9467644,-437.6725645,-5.8192,2.4318,1.2659,0.63405,1.515,1.6666,3.0329,2.5484,1.0711,0.26538
15848,58.92583832,18.52471661,-403.1641617,-443.5652834,-4.2904,1.5955,-0.15662,1.1644,1.6687,1.7244,2.5695,2.6459,2.2253,0.76537
17782,37.8257484,18.52471661,-424.2642516,-443.5652834,-4.2474,2.0904,1.3744,0.14117,2.3099,1.168,2.5441,2.6061,0.72745,0.051663
19952,44.69996722,18.52471661,-417.3900328,-443.5652834,-2.3835,0.56662,1.28,0.78222,2.3841,1.7007,2.5499,2.6339,2.1075,0.60962
20040,38.00525067,18.52471661,-424.0847493,-443.5652834,-2.307,0.50903,1.5147,1.296,2.2257,2.1763,2.5231,2.1391,2.2722,0.80031
1,510.3565808,510.3565808,588.0165808,588.0165808,4.9239,-3.5993,-1.0621,-3.4069,-1.5607,-4.6919,-1.0041,-3.0929,-3.9622,-2.6843
2,1606.550723,510.3565808,1684.210723,588.0165808,2.3921,3.1395,-2.4342,1.2835,-1.8231,-0.053843,-0.086232,-4.4298,-2.0551,1.5484
3,1297.694826,510.3565808,1375.354826,588.0165808,0.48031,3.9854,3.0291,-3.0021,-4.4946,1.5604,4.7809,-4.9296,1.8077,0.48016
4,770.9598039,510.3565808,848.6198039,588.0165808,-4.37,-1.9147,1.7732,-0.60455,0.81888,1.1023,2.8004,-4.2246,0.98026,-0.10369
5,630.1810891,510.3565808,707.8410891,588.0165808,2.0868,-0.61696,1.1566,4.2145,-4.1927,-2.0512,0.12097,1.981,4.6898,-3.3877
6,203.6376479,203.6376479,281.2976479,281.2976479,-2.6797,1.8078,-2.1976,0.95021,-4.6434,0.26826,-2.6968,-0.68886,-0.8953,-3.5758
7,1840.392083,203.6376479,1918.052083,281.2976479,3.2203,1.3492,-4.5928,0.23544,-0.29337,0.6056,-0.43766,2.1477,4.9967,1.1474
8,962.5841698,203.6376479,1040.24417,281.2976479,-1.0556,2.7967,-3.933,-0.29245,0.63347,-4.9164,-4.4953,2.195,4.7631,-3.9911
10,9083.233096,203.6376479,9160.893096,281.2976479,-2.2264,3.7697,-3.4766,-0.80976,3.3952,0.75615,-3.1864,-3.4861,0.89711,4.8661
11,366.3381558,203.6376479,443.9981558,281.2976479,-4.9281,-1.674,1.4187,3.6755,-3.0979,-4.3829,3.7729,2.954,0.35147,-3.4172
12,311.7800482,203.6376479,389.4400482,281.2976479,2.3434,-3.58,-0.40824,4.9985,0.65317,3.1282,4.1087,-0.43479,1.7145,-3.7715
14,1254.037111,203.6376479,1331.697111,281.2976479,4.754,1.0626,4.5772,-0.60992,-1.1315,-0.091726,2.4641,1.4875,4.4469,0.28015
15,6138.323312,203.6376479,6215.983312,281.2976479,-4.945,-1.4285,2.361,-0.52491,-1.6481,-2.617,-2.4071,-3.0314,4.0735,3.4617
17,1237.381873,203.6376479,1315.041873,281.2976479,1.67,2.3468,4.2637,-3.567,0.67421,-3.7209,-1.7353,2.0929,0.23366,0.85279
19,2344.481427,203.6376479,2422.141427,281.2976479,2.8762,-2.7476,2.2123,0.97611,-0.424,-4.6195,-3.4633,-4.0983,4.4864,1.6947
22,1606.550723,203.6376479,1684.210723,281.2976479,2.3921,3.1395,-2.4342,1.2835,-1.8231,-0.053843,-0.086232,-4.4298,-2.0551,1.5484
25,630.1810891,203.6376479,707.8410891,281.2976479,2.0868,-0.61696,1.1566,4.2145,-4.1927,-2.0512,0.12097,1.981,4.6898,-3.3877
28,962.5841698,203.6376479,1040.24417,281.2976479,-1.0556,2.7967,-3.933,-0.29245,0.63347,-4.9164,-4.4953,2.195,4.7631,-3.9911
31,366.3381558,203.6376479,443.9981558,281.2976479,-4.9281,-1.674,1.4187,3.6755,-3.0979,-4.3829,3.7729,2.954,0.35147,-3.4172
35,6138.323312,203.6376479,6215.983312,281.2976479,-4.945,-1.4285,2.361,-0.52491,-1.6481,-2.617,-2.4071,-3.0314,4.0735,3.4617
39,2344.481427,203.6376479,2422.141427,281.2976479,2.8762,-2.7476,2.2123,0.97611,-0.424,-4.6195,-3.4633,-4.0983,4.4864,1.6947
44,452.9413761,203.6376479,530.6013761,281.2976479,-4.32,-3.5702,3.7726,-4.1451,-1.1713,-1.8884,0.0093961,-2.7278,0.11779,-1.7168
50,5269.592902,203.6376479,5347.252902,281.2976479,-3.1005,2.3291,0.5444,0.56277,-0.79622,0.26206,-3.0546,-5.5653,5.6646,2.8863
56,5553.850666,203.6376479,5631.510666,281.2976479,-2.7494,0.98336,-4.7272,2.7825,-6.2098,-1.0949,3.0528,2.537,0.10399,3.385
63,471.9100496,203.6376479,549.5700496,281.2976479,2.2276,1.5903,0.56716,-3.6023,-3.3132,1.5104,1.711,-4.6835,1.1252,-1.8545
70,5269.592902,203.6376479,5347.252902,281.2976479,-3.1005,2.3291,0.5444,0.56277,-0.79622,0.26206,-3.0546,-5.5653,5.6646,2.8863
79,435.6450023,203.6376479,513.3050023,281.2976479,1.294,-4.6772,-1.8019,2.1702,-2.0096,-6.7048,-4.8022,0.083347,2.0372,-2.1692
89,756.7103003,182.8762755,834.3703003,260.5362755,-3.857,-2.7476,0.48843,-0.56834,-3.9848,5.209,-0.82515,-1.1792,1.7025,-0.69739
100,321.1025214,179.1724254,398.7625214,256.8324254,0.94809,2.9134,-0.052962,1.8272,-3.7821,0.22281,-0.34257,-1.4869,2.8724,-2.4263
112,311.7800482,179.1724254,389.4400482,256.8324254,2.3434,-3.58,-0.40824,4.9985,0.65317,3.1282,4.1087,-0.43479,1.7145,-3.7715
125,552.7562554,179.1724254,630.4162554,256.8324254,2.3262,-3.802,3.8252,2.3822,-1.8031,-4.5902,-3.5352,0.98653,3.2582,-1.5211
141,327.4455711,179.1724254,405.1055711,256.8324254,2.7428,-2.0238,0.19646,-2.0586,-2.5452,-1.6986,-2.0098,-3.5256,0.025593,-2.6188
158,179.1724254,179.1724254,256.8324254,256.8324254,5.4844,-0.91015,-1.1586,0.17551,-3.6298,-1.8035,-2.3468,1.0453,1.8725,-3.6292
177,337.2831433,155.9968474,414.9431433,233.6568474,-1.6489,4.8091,5.1542,1.6919,-1.0907,0.50268,0.95979,0.15382,1.8417,-2.0796
199,203.4315159,155.9968474,281.0915159,233.6568474,-1.2722,-5.2315,-2.8837,3.1342,-2.9431,-2.6521,-2.7463,0.37115,-0.42147,-4.5819
223,191.2808031,123.7764568,268.9408031,201.4364568,2.2684,1.5002,-4.3626,-0.66231,-1.6064,1.099,-0.175,0.70935,0.85513,-5.4591
251,194.1284355,123.7764568,271.7884355,201.4364568,-2.7374,2.568,-3.6534,1.2357,-1.2394,-1.5326,1.5804,1.6763,0.70866,-5.9659
281,375.5983259,123.7764568,453.2583259,201.4364568,-1.5071,-0.44575,-3.0321,-0.098946,-2.9083,-1.4104,-0.92236,-1.1226,2.201,-1.3182
316,238.0252551,123.7764568,315.6852551,201.4364568,1.0393,0.88561,-0.80672,3.452,-4.3319,0.03091,-0.73716,0.024957,-3.2673,-2.5506
354,195.8904375,123.7764568,273.5504375,201.4364568,3.661,-0.041931,0.19746,-1.5711,-2.6754,0.87183,-0.83269,1.2549,1.2946,-3.073
398,178.7769388,123.7764568,256.4369388,201.4364568,2.826,-0.16357,0.88584,0.23016,-4.956,-0.66071,-0.95435,0.33867,0.026684,-3.1123
446,242.1745141,99.27953704,319.8345141,176.939537,-3.1061,-3.0714,-0.83432,2.0657,-5.3493,-1.3554,-0.39795,0.21594,-2.4881,-3.3407
501,167.1553256,99.27953704,244.8153256,176.939537,7.1712,-2.6851,-0.48385,1.9419,-2.778,-0.27173,-0.90275,-1.2068,0.59846,-3.2207
562,131.6454934,99.27953704,209.3054934,176.939537,8.3192,2.4492,-0.48591,2.0552,-3.2415,-0.82787,-0.21918,-0.27471,0.58423,-3.0148
630,158.052745,89.05030383,235.712745,166.7103038,1.1673,0.379,-0.14412,2.3473,-2.2278,-0.038347,-0.10746,0.96208,0.46361,-3.6716
707,121.4099948,89.05030383,199.0699948,166.7103038,1.2885,-0.98872,-1.1009,1.8384,-2.1106,-0.94957,-1.0541,1.8163,0.48568,-3.4876
794,90.32217399,88.85902502,167.982174,166.519025,3.5193,-0.02114,-0.431,2.6252,-1.1562,-1.4958,-0.040436,0.24775,-0.24822,-3.9239
891,151.8241786,88.85902502,229.4841786,166.519025,6.6281,0.97122,-0.85291,0.91561,-2.2454,-1.0905,0.5434,-1.1014,1.1533,-4.4541
1000,89.05030383,88.85902502,166.7103038,166.519025,4.4943,0.79228,-0.71765,2.1813,-3.638,-1.5881,0.4774,-0.21986,1.1573,-3.866
1122,133.8264326,75.47621772,211.4864326,153.1362177,3.3797,0.0057043,-0.53452,0.171,-3.1036,-1.3584,0.98101,-0.5394,-0.91221,-3.6511
1258,162.4716766,75.47621772,240.1316766,153.1362177,6.6802,0.21831,-1.1109,3.3405,-2.7645,-0.21452,2.2769,-0.76238,-0.78791,-3.4037
1412,153.9896291,59.88591009,231.6496291,137.5459101,-0.10675,0.81169,-0.96763,2.8754,-4.0231,-0.74473,0.07308,-0.56506,0.41189,-3.1034
1584,75.47621772,59.88591009,153.1362177,137.5459101,0.31409,0.02786,-1.2314,2.9409,-2.6712,-1.0675,1.1514,-0.31458,-0.55204,-3.589
1778,120.7619102,59.88591009,198.4219102,137.5459101,2.0946,-0.66521,2.2894,1.9815,-2.3224,-1.0626,1.1471,-0.36559,-0.37146,-3.3771
1995,84.78663468,40.93675402,162.4466347,118.596754,2.6408,-0.0019521,-0.3688,2.9648,-1.4071,-0.48635,1.1086,-0.72888,1.5784,-3.4273
2238,73.67214608,40.93675402,151.3321461,118.596754,2.5818,0.8553,0.58285,3.3989,-1.813,-0.52378,1.0433,-0.36953,-0.27786,-3.1357
2511,78.86233956,40.93675402,156.5223396,118.596754,0.45677,-0.97029,-2.5234,2.4334,-1.9683,-1.1696,1.1123,-0.61399,-0.53956,-3.815
2818,168.5352891,40.93675402,246.1952891,118.596754,-0.71769,2.2388,-0.32462,2.6103,-2.7908,-0.66158,-0.09506,-1.5779,-0.54708,-2.9693
3162,131.5848556,40.93675402,209.2448556,118.596754,3.2176,-0.30608,-0.079271,2.881,-2.8713,-2.1403,-0.47363,0.48646,0.57638,-3.0876
3548,70.04535462,40.93675402,147.7053546,118.596754,1.4092,0.01283,-0.26334,3.5661,-3.0787,-1.1452,1.9666,0.56784,0.88076,-3.1897
3981,70.87740037,40.93675402,148.5374004,118.596754,0.4216,-2.6445,0.25559,3.6341,-1.3606,-1.0545,0.64065,-1.0672,-0.12127,-2.8866
4466,59.40973953,25.54048895,137.0697395,103.200489,0.42309,-0.96812,-0.59829,3.3254,-2.321,-1.5338,1.3509,0.061444,0.13317,-3.5778
5011,110.9647783,25.54048895,188.6247783,103.200489,2.391,1.1701,0.28198,3.3754,-4.0704,-1.0069,0.25215,1.3394,-0.3184,-3.4129
5623,68.94848883,25.54048895,146.6084888,103.200489,-0.0072996,-0.6895,0.28442,2.7207,-2.7539,-1.1066,1.0866,0.58125,-0.61206,-3.242
6309,40.93675402,25.54048895,118.596754,103.200489,-0.52963,-1.8096,-0.30109,3.4612,-2.4424,-1.046,1.0717,0.56588,-0.14615,-3.2359
7079,74.21045748,25.54048895,151.8704575,103.200489,1.8638,0.46696,0.38439,3.3386,-2.541,-1.097,1.057,-0.081538,-0.18716,-3.4645
7943,56.46175262,25.54048895,134.1217526,103.200489,2.3598,-0.69598,0.019777,2.7473,-2.988,-1.1223,0.2497,0.16885,-0.21471,-3.2958
8912,54.79507665,25.54048895,132.4550767,103.200489,2.4587,-1.002,0.35668,3.368,-3.1886,-1.0577,0.97068,1.0985,-0.22275,-3.4797
10000,37.1811064,25.54048895,114.8411064,103.200489,2.2459,-0.8449,-1.2309,3.2774,-3.1663,-0.88501,0.60592,0.11347,-0.11508,-3.4267
11220,82.28438094,25.54048895,159.9443809,103.200489,3.4925,-0.19108,-0.41087,2.6078,-3.5196,1.512,0.63473,0.20328,0.093268,-3.5338
12589,40.93675402,25.54048895,118.596754,103.200489,-0.52963,-1.8096,-0.30109,3.4612,-2.4424,-1.046,1.0717,0.56588,-0.14615,-3.2359
14125,70.48150577,20.01603855,148.1415058,97.67603855,1.3342,0.54897,0.95167,3.1932,-3.2403,-1.1253,1.0969,0.55153,0.50319,-3.17
15848,87.18624931,20.01603855,164.8462493,97.67603855,1.703,-1.5185,-1.8893,3.0759,-3.023,-1.0975,0.67139,0.54534,0.083816,-3.289
17782,31.24075041,20.01603855,108.9007504,97.67603855,2.3784,-0.87337,-0.56324,3.9971,-2.8331,-1.0915,0.60347,0.54703,-0.19028,-3.567
19952,31.09801136,20.01603855,108.7580114,97.67603855,2.544,-0.21787,-0.64846,3.3753,-2.4632,-1.0557,0.63778,0.59373,-0.23405,-3.4717
20040,33.93831048,20.01603855,111.5983105,97.67603855,2.4648,-0.92516,-0.46998,3.4639,-3.0236,-0.99113,0.60399,0.45349,-0.14316,-3.5562
1,440.0418741,440.0418741,555.7218741,555.7218741,4.9239,-3.5993,-1.0621,-3.4069,-1.5607,-4.6919,-1.0041,-3.0929,-3.9622,-2.6843
2,885.6865023,440.0418741,1001.366502,555.7218741,2.3921,3.1395,-2.4342,1.2835,-1.8231,-0.053843,-0.086232,-4.4298,-2.0551,1.5484
3,3518.863584,440.0418741,3634.543584,555.7218741,0.48031,3.9854,3.0291,-3.0021,-4.4946,1.5604,4.7809,-4.9296,1.8077,0.48016
4,1975.01923,440.0418741,2090.69923,555.7218741,-4.37,-1.9147,1.7732,-0.60455,0.81888,1.1023,2.8004,-4.2246,0.98026,-0.10369
5,5125.03402,440.0418741,5240.71402,555.7218741,2.0868,-0.61696,1.1566,4.2145,-4.1927,-2.0512,0.12097,1.981,4.6898,-3.3877
6,455.9206652,440.0418741,571.6006652,555.7218741,-2.6797,1.8078,-2.1976,0.95021,-4.6434,0.26826,-2.6968,-0.68886,-0.8953,-3.5758
7,5854.225654,440.0418741,5969.905654,555.7218741,3.2203,1.3492,-4.5928,0.23544,-0.29337,0.6056,-0.43766,2.1477,4.9967,1.1474
8,5318.232699,440.0418741,5433.912699,555.7218741,-1.0556,2.7967,-3.933,-0.29245,0.63347,-4.9164,-4.4953,2.195,4.7631,-3.9911
10,5562.515257,440.0418741,5678.195257,555.7218741,-2.2264,3.7697,-3.4766,-0.80976,3.3952,0.75615,-3.1864,-3.4861,0.89711,4.8661
11,1775.17316,440.0418741,1890.85316,555.7218741,-4.9281,-1.674,1.4187,3.6755,-3.0979,-4.3829,3.7729,2.954,0.35147,-3.4172
12,3141.993258,440.0418741,3257.673258,555.7218741,2.3434,-3.58,-0.40824,4.9985,0.65317,3.1282,4.1087,-0.43479,1.7145,-3.7715
14,5602.540559,440.0418741,5718.220559,555.7218741,4.754,1.0626,4.5772,-0.60992,-1.1315,-0.091726,2.4641,1.4875,4.4469,0.28015
15,5914.051819,440.0418741,6029.731819,555.7218741,-4.945,-1.4285,2.361,-0.52491,-1.6481,-2.617,-2.4071,-3.0314,4.0735,3.4617
17,879.3457475,440.0418741,995.0257475,555.7218741,1.67,2.3468,4.2637,-3.567,0.67421,-3.7209,-1.7353,2.0929,0.23366,0.85279
19,5399.121399,440.0418741,5514.801399,555.7218741,2.8762,-2.7476,2.2123,0.97611,-0.424,-4.6195,-3.4633,-4.0983,4.4864,1.6947
22,885.6865023,440.0418741,1001.366502,555.7218741,2.3921,3.1395,-2.4342,1.2835,-1.8231,-0.053843,-0.086232,-4.4298,-2.0551,1.5484
25,5125.03402,440.0418741,5240.71402,555.7218741,2.0868,-0.61696,1.1566,4.2145,-4.1927,-2.0512,0.12097,1.981,4.6898,-3.3877
28,5318.232699,440.0418741,5433.912699,555.7218741,-1.0556,2.7967,-3.933,-0.29245,0.63347,-4.9164,-4.4953,2.195,4.7631,-3.9911
31,1775.17316,440.0418741,1890.85316,555.7218741,-4.9281,-1.674,1.4187,3.6755,-3.0979,-4.3829,3.7729,2.954,0.35147,-3.4172
35,5914.051819,440.0418741,6029.731819,555.7218741,-4.945,-1.4285,2.361,-0.52491,-1.6481,-2.617,-2.4071,-3.0314,4.0735,3.4617
39,5399.121399,440.0418741,5514.801399,555.7218741,2.8762,-2.7476,2.2123,0.97611,-0.424,-4.6195,-3.4633,-4.0983,4.4864,1.6947
